checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,18.0,delayed previously,new car,1095.0,<100,4<=X<7,4.0,male single,guarantor,2.0,life insurance,24.0,none,rent,2.0,skilled,1.0,yes,yes,good
0<=X<200,18.0,existing paid,repairs,797.0,<100,unemployed,4.0,female div/dep/mar,co applicant,4.0,life insurance,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,24.0,critical/other existing credit,new car,1277.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,real estate,22.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
>=200,18.0,critical/other existing credit,furniture/equipment,3590.0,no known savings,<1,1.0,male single,none,4.0,no known property,33.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,6.0,no credits/all paid,business,1521.0,<100,unemployed,1.0,male single,none,2.0,no known property,31.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,24.0,critical/other existing credit,new car,706.0,no known savings,4<=X<7,2.0,female div/dep/mar,none,4.0,real estate,30.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
0<=X<200,36.0,existing paid,new car,1249.0,<100,1<=X<4,3.0,male div/sep,none,2.0,car,35.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,24.0,existing paid,radio/tv,1237.0,<100,>=7,2.0,female div/dep/mar,none,2.0,life insurance,23.0,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,24.0,critical/other existing credit,education,2382.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,3.0,life insurance,37.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
<0,6.0,existing paid,domestic appliance,10961.0,<100,4<=X<7,4.0,male single,none,4.0,no known property,29.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,9.0,all paid,business,7403.0,<100,>=7,4.0,female div/dep/mar,none,3.0,real estate,33.0,none,own,3.0,skilled,1.0,yes,yes,bad
0<=X<200,15.0,existing paid,furniture/equipment,3832.0,no known savings,>=7,1.0,male single,none,2.0,car,37.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,30.0,existing paid,furniture/equipment,1388.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,life insurance,27.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,48.0,existing paid,new car,7384.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,car,28.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,critical/other existing credit,used car,3342.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.0,life insurance,29.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,existing paid,used car,917.0,<100,>=7,4.0,male single,none,4.0,no known property,38.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,critical/other existing credit,new car,1575.0,no known savings,4<=X<7,4.0,male single,none,4.0,real estate,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,9.0,critical/other existing credit,radio/tv,2459.0,<100,4<=X<7,4.0,male single,none,2.0,car,25.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,18.0,existing paid,new car,1412.0,no known savings,1<=X<4,3.0,female div/dep/mar,none,3.0,car,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,15.0,critical/other existing credit,radio/tv,3568.0,<100,1<=X<4,1.0,male single,none,4.0,car,30.0,none,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,36.0,critical/other existing credit,new car,3990.0,100<=X<500,1<=X<4,4.0,male mar/wid,none,4.0,no known property,48.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,24.0,critical/other existing credit,new car,3394.0,no known savings,1<=X<4,2.0,male single,none,1.0,car,34.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,furniture/equipment,1430.0,<100,1<=X<4,4.0,male single,none,2.0,life insurance,20.0,none,rent,2.0,unskilled resident,1.0,yes,yes,good
0<=X<200,30.0,existing paid,furniture/equipment,6887.0,>=1000,1<=X<4,1.0,female div/dep/mar,none,3.0,life insurance,26.0,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,business,9999.0,no known savings,<1,1.0,male single,none,4.0,real estate,25.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,48.0,existing paid,radio/tv,1349.0,100<=X<500,4<=X<7,1.0,female div/sep,none,4.0,real estate,28.0,none,own,1.0,unemp/unskilled non res,1.0,yes,yes,good
0<=X<200,12.0,existing paid,used car,4281.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,real estate,25.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,existing paid,education,2577.0,<100,unemployed,1.0,female div/dep/mar,none,3.0,car,20.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,9.0,no credits/all paid,new car,5174.0,<100,unemployed,4.0,female div/dep/mar,none,2.0,car,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,new car,8572.0,100<=X<500,1<=X<4,3.0,male single,none,2.0,car,27.0,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,18.0,critical/other existing credit,education,1553.0,>=1000,4<=X<7,4.0,male single,none,4.0,real estate,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,existing paid,furniture/equipment,3973.0,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,real estate,45.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,30.0,existing paid,radio/tv,1287.0,100<=X<500,unemployed,3.0,male single,none,2.0,car,36.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,existing paid,new car,3148.0,500<=X<1000,1<=X<4,1.0,female div/dep/mar,none,2.0,car,35.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,36.0,existing paid,radio/tv,7277.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,car,38.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,9.0,critical/other existing credit,radio/tv,2136.0,500<=X<1000,>=7,4.0,female div/dep/mar,none,4.0,life insurance,48.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,1331.0,100<=X<500,4<=X<7,3.0,male single,none,4.0,car,54.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,9.0,critical/other existing credit,furniture/equipment,4113.0,<100,>=7,4.0,male div/sep,none,4.0,no known property,49.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,2842.0,<100,1<=X<4,1.0,male mar/wid,none,4.0,car,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,12.0,critical/other existing credit,radio/tv,1330.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,car,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,9.0,no credits/all paid,radio/tv,3229.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,57.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,24.0,existing paid,business,1237.0,100<=X<500,1<=X<4,3.0,male single,none,4.0,no known property,38.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,9.0,critical/other existing credit,radio/tv,754.0,500<=X<1000,unemployed,4.0,female div/dep/mar,none,2.0,life insurance,35.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,delayed previously,business,1547.0,no known savings,1<=X<4,4.0,male single,none,1.0,real estate,30.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,radio/tv,4073.0,100<=X<500,1<=X<4,3.0,male mar/wid,none,2.0,no known property,51.0,none,rent,1.0,unskilled resident,1.0,yes,yes,good
0<=X<200,36.0,existing paid,new car,1536.0,<100,1<=X<4,4.0,male single,none,2.0,real estate,36.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,radio/tv,1236.0,<100,1<=X<4,4.0,male single,none,2.0,car,28.0,none,for free,1.0,skilled,2.0,yes,yes,good
0<=X<200,12.0,existing paid,radio/tv,1409.0,500<=X<1000,unemployed,4.0,male single,none,1.0,no known property,28.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
<0,24.0,critical/other existing credit,radio/tv,2742.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,no known property,28.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,18.0,no credits/all paid,radio/tv,3181.0,<100,>=7,1.0,male single,none,4.0,life insurance,25.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,2145.0,500<=X<1000,1<=X<4,1.0,female div/dep/mar,none,3.0,car,48.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,all paid,radio/tv,3124.0,500<=X<1000,4<=X<7,4.0,female div/dep/mar,none,4.0,real estate,34.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,new car,4868.0,100<=X<500,>=7,2.0,male single,none,4.0,no known property,36.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,business,3617.0,100<=X<500,>=7,4.0,male single,none,1.0,real estate,30.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,furniture/equipment,1521.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.0,real estate,45.0,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,delayed previously,new car,2766.0,no known savings,unemployed,2.0,male single,none,4.0,car,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,no,good
0<=X<200,18.0,existing paid,new car,6761.0,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,real estate,46.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,48.0,existing_credits,radio/tv,2364.0,<100,1<=X<4,4.0,male mar/wid,none,4.0,car,32.0,none,rent,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,6.0,critical/other existing credit,furniture/equipment,3599.0,<100,>=7,1.0,male single,co applicant,2.0,real estate,24.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,existing paid,new car,1558.0,<100,4<=X<7,4.0,female div/dep/mar,none,4.0,life insurance,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,27.0,critical/other existing credit,radio/tv,11960.0,<100,1<=X<4,1.0,male single,none,2.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,3931.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,co applicant,2.0,real estate,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,2.0,existing paid,new car,1390.0,100<=X<500,4<=X<7,4.0,male single,none,2.0,no known property,22.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,6.0,existing paid,new car,1474.0,<100,1<=X<4,4.0,male single,guarantor,4.0,no known property,38.0,bank,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,existing paid,used car,936.0,no known savings,1<=X<4,3.0,female div/dep/mar,none,4.0,life insurance,25.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,15.0,existing paid,radio/tv,1092.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,co applicant,4.0,real estate,21.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,15.0,critical/other existing credit,furniture/equipment,1359.0,100<=X<500,unemployed,2.0,female div/dep/mar,none,4.0,car,38.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,60.0,critical/other existing credit,new car,754.0,100<=X<500,unemployed,2.0,male single,none,1.0,life insurance,30.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,no credits/all paid,furniture/equipment,1558.0,<100,<1,4.0,female div/dep/mar,none,2.0,real estate,33.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,existing paid,used car,2073.0,500<=X<1000,1<=X<4,2.0,female div/dep/mar,none,4.0,life insurance,23.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,all paid,business,4711.0,no known savings,unemployed,4.0,male single,none,2.0,life insurance,30.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,delayed previously,furniture/equipment,2722.0,<100,unemployed,2.0,male single,none,4.0,real estate,27.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,15.0,existing paid,furniture/equipment,1720.0,<100,unemployed,4.0,male single,none,4.0,real estate,28.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,18.0,existing paid,radio/tv,3108.0,500<=X<1000,1<=X<4,1.0,male div/sep,none,1.0,real estate,46.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
0<=X<200,15.0,existing paid,new car,718.0,<100,1<=X<4,2.0,male single,none,4.0,car,22.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,24.0,existing paid,new car,1169.0,<100,1<=X<4,3.0,female div/dep/mar,none,1.0,real estate,27.0,none,rent,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,new car,1778.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,real estate,24.0,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,18.0,existing paid,furniture/equipment,7887.0,100<=X<500,1<=X<4,2.0,female div/dep/mar,none,4.0,car,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,18.0,existing paid,used car,1498.0,100<=X<500,1<=X<4,4.0,male single,none,2.0,real estate,34.0,none,own,1.0,high qualif/self emp/mgmt,2.0,none,yes,good
0<=X<200,24.0,existing paid,radio/tv,1249.0,<100,1<=X<4,4.0,male single,none,2.0,car,48.0,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,31.0,existing paid,new car,1328.0,100<=X<500,1<=X<4,2.0,male div/sep,none,4.0,car,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,60.0,critical/other existing credit,new car,1276.0,100<=X<500,>=7,4.0,male mar/wid,none,4.0,car,47.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,bad
no checking,30.0,critical/other existing credit,furniture/equipment,1403.0,500<=X<1000,1<=X<4,4.0,male single,none,4.0,car,53.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,1238.0,100<=X<500,4<=X<7,3.0,male single,none,2.0,life insurance,23.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,2475.0,500<=X<1000,unemployed,3.0,female div/dep/mar,none,1.0,car,32.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,6.0,existing paid,new car,2072.0,<100,2,4.0,male single,none,4.0,life insurance,46.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
no checking,24.0,existing paid,new car,930.0,no known savings,4<=X<7,4.0,male single,none,4.0,life insurance,27.0,bank,own,2.0,skilled,1.0,none,yes,bad
no checking,36.0,existing paid,used car,2527.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,1.0,car,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,39.0,critical/other existing credit,education,2238.0,100<=X<500,4<=X<7,4.0,male single,none,4.0,no known property,25.0,none,for free,3.0,unskilled resident,1.0,yes,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,1369.0,<100,>=7,4.0,female div/dep/mar,none,2.0,car,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,existing paid,used car,1258.0,<100,<1,4.0,female div/dep/mar,none,1.0,no known property,28.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,12.0,critical/other existing credit,used car,1278.0,<100,1<=X<4,4.0,male mar/wid,none,2.0,car,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,radio/tv,1042.0,<100,<1,1.0,female div/dep/mar,none,1.0,real estate,32.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,18.0,critical/other existing credit,furniture/equipment,1478.0,100<=X<500,4<=X<7,2.0,male single,none,2.0,real estate,46.0,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,24.0,existing paid,used car,5487.0,500<=X<1000,1<=X<4,1.0,female div/dep/mar,none,1.0,car,43.0,none,own,1.0,unskilled resident,1.0,yes,yes,bad
no checking,12.0,critical/other existing credit,furniture/equipment,2108.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,life insurance,31.0,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,36.0,critical/other existing credit,used car,1537.0,100<=X<500,>=7,4.0,female div/dep/mar,none,4.0,real estate,34.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,18.0,critical/other existing credit,radio/tv,2333.0,<100,>=7,2.0,male single,none,4.0,real estate,44.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,36.0,critical/other existing credit,new car,7579.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,2.0,life insurance,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,36.0,critical/other existing credit,used car,1268.0,>=1000,1<=X<4,4.0,female div/dep/mar,none,4.0,no known property,37.0,none,rent,3.0,unskilled resident,1.0,yes,yes,bad
0<=X<200,18.0,critical/other existing credit,radio/tv,9685.0,<100,4<=X<7,4.0,male single,none,2.0,life insurance,51.0,none,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,36.0,delayed previously,education,4657.0,<100,1<=X<4,2.0,male div/sep,none,2.0,no known property,45.0,none,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,critical/other existing credit,furniture/equipment,1217.0,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,car,45.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,existing paid,repairs,3565.0,<100,4<=X<7,4.0,male div/sep,none,2.0,car,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,6.0,delayed previously,radio/tv,1378.0,<100,4<=X<7,4.0,male single,none,1.0,car,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,36.0,existing paid,furniture/equipment,4605.0,100<=X<500,1<=X<4,4.0,male mar/wid,none,2.0,no known property,37.0,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,36.0,critical/other existing credit,new car,1592.0,<100,1<=X<4,4.0,male single,none,2.0,real estate,25.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,15.0,no credits/all paid,used car,1582.0,<100,<1,1.0,female div/dep/mar,none,4.0,no known property,33.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,critical/other existing credit,used car,2799.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,car,24.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,delayed previously,furniture/equipment,7374.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,35.0,none,own,1.0,skilled,1.0,none,yes,bad
<0,24.0,critical/other existing credit,radio/tv,9308.0,no known savings,1<=X<4,4.0,male single,none,4.0,no known property,29.0,none,rent,2.0,skilled,1.0,none,yes,good
0<=X<200,36.0,existing paid,new car,685.0,100<=X<500,unemployed,2.0,female div/dep/mar,none,4.0,no known property,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,education,2108.0,500<=X<1000,1<=X<4,2.0,male single,none,1.0,life insurance,47.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,existing paid,furniture/equipment,776.0,100<=X<500,0<=X<4,4.0,male single,none,2.0,real estate,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,10.0,critical/other existing credit,used car,3622.0,<100,4<=X<7,3.0,male single,none,4.0,real estate,42.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,9.0,existing paid,furniture/equipment,3151.0,500<=X<1000,1<=X<4,3.0,male single,none,4.0,car,37.0,none,rent,2.0,skilled,1.0,yes,yes,good
0<=X<200,45.0,delayed previously,education,1366.0,500<=X<1000,>=7,2.0,male single,none,3.0,life insurance,34.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,24.0,critical/other existing credit,education,10961.0,<100,<1,4.0,male single,none,2.0,life insurance,30.0,none,own,2.0,skilled,1.0,none,yes,bad
no checking,12.0,existing paid,education,854.0,no known savings,4<=X<7,4.0,female div/dep/mar,none,2.0,car,34.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,existing paid,new car,854.0,no known savings,unemployed,4.0,female div/dep/mar,none,4.0,car,27.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,18.0,critical/other existing credit,radio/tv,1126.0,100<=X<500,unemployed,4.0,female div/dep/mar,none,4.0,car,38.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,delayed previously,new car,1436.0,500<=X<1000,1<=X<4,2.0,male single,none,4.0,no known property,35.0,none,for free,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,30.0,all paid,repairs,1310.0,no known savings,1<=X<4,3.0,male single,none,2.0,no known property,34.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,24.0,existing paid,furniture/equipment,716.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,1.0,no known property,26.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,all paid,radio/tv,1069.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,car,30.0,none,own,2.0,unskilled resident,1.0,none,yes,bad
0<=X<200,12.0,existing paid,used car,3229.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,31.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,new car,1382.0,<100,4<=X<7,4.0,female div/dep/mar,none,2.0,car,27.0,stores,rent,1.0,unskilled resident,1.0,none,yes,good
no checking,18.0,critical/other existing credit,new car,3446.0,500<=X<1000,1<=X<4,2.0,female div/dep/mar,none,2.0,car,27.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,new car,5234.0,<100,<1,2.0,female div/dep/mar,none,4.0,car,37.0,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,good
0<=X<200,42.0,existing paid,furniture/equipment,1366.0,100<=X<500,4<=X<7,4.0,male single,none,4.0,real estate,24.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,12.0,all paid,used car,4711.0,100<=X<500,unemployed,2.0,female div/dep/mar,none,3.0,real estate,50.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,radio/tv,2142.0,no known savings,4<=X<7,4.0,male single,guarantor,4.0,car,46.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,critical/other existing credit,new car,1578.0,no known savings,1<=X<4,3.0,female div/dep/mar,none,2.0,life insurance,40.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,36.0,no credits/all paid,new car,1322.0,<100,1<=X<4,3.0,male single,none,4.0,real estate,34.0,bank,for free,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,15.0,critical/other existing credit,radio/tv,1283.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,no known property,24.0,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,24.0,existing paid,business,2915.0,no known savings,4<=X<7,4.0,male single,none,3.0,life insurance,34.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,18.0,all paid,used car,3275.0,no known savings,1<=X<4,4.0,male single,none,2.0,no known property,28.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,9.0,existing paid,radio/tv,1582.0,no known savings,<1,1.0,male single,none,1.0,car,30.0,none,rent,1.0,skilled,1.0,none,yes,bad
0<=X<200,18.0,critical/other existing credit,new car,2987.0,100<=X<500,4<=X<7,2.0,female div/dep/mar,none,1.0,car,29.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,4281.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,32.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,12.0,existing paid,furniture/equipment,7222.0,100<=X<500,4<=X<7,4.0,female div/dep/mar,none,4.0,real estate,28.0,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,1582.0,<100,unemployed,3.0,female div/dep/mar,none,4.0,car,63.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,education,1409.0,100<=X<500,4<=X<7,4.0,male single,none,2.0,car,22.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
>=200,10.0,existing paid,furniture/equipment,1245.0,no known savings,1<=X<4,3.0,female div/dep/mar,guarantor,3.0,life insurance,31.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,30.0,critical/other existing credit,furniture/equipment,4583.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,car,46.0,none,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,1411.0,500<=X<1000,4<=X<7,1.0,female div/dep/mar,none,1.0,car,28.0,none,own,2.0,unskilled resident,1.0,yes,yes,good
0<=X<200,42.0,critical/other existing credit,furniture/equipment,2278.0,>=1000,4<=X<7,2.0,male single,none,4.0,car,37.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,12.0,critical/other existing credit,radio/tv,1216.0,<100,1<=X<4,1.0,male single,none,4.0,car,51.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
