duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
10,1286,4,1,24,1,1,0<=X<200,existing paid,domestic appliance,<100,1<=X<4,male single,co applicant,life insurance,none,own,unskilled resident,yes,yes,bad
7,2446,3,4,51,2,1,>=200,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,bad
26,2452,4,1,39,2,1,<0,no credits/all paid,new car,<100,1<=X<4,male single,none,real estate,bank,own,skilled,none,yes,bad
41,7103,1,1,64,1,1,no checking,no credits/all paid,new car,500<=X<1000,1<=X<4,male single,none,real estate,none,for free,skilled,yes,yes,good
16,1799,2,3,35,1,1,0<=X<200,all paid,repairs,500<=X<1000,>=7,male mar/wid,none,real estate,stores,for free,skilled,none,yes,good
5,951,1,3,34,1,1,no checking,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
13,1288,3,4,40,1,1,0<=X<200,existing paid,used car,<100,<1,male mar/wid,none,life insurance,none,own,skilled,yes,yes,good
15,1187,4,3,35,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,car,none,own,skilled,yes,yes,bad
23,2933,3,3,44,1,1,>=200,existing paid,radio/tv,>=1000,>=7,male mar/wid,none,life insurance,none,own,skilled,none,yes,good
26,6767,1,2,48,2,1,no checking,critical/other existing credit,retraining,<100,4<=X<7,male single,none,life insurance,none,own,high qualif/self emp/mgmt,none,no,bad
28,2457,4,4,32,1,1,no checking,critical/other existing credit,new car,<100,<1,male single,none,car,none,own,skilled,yes,yes,good
7,1544,4,2,33,2,1,>=200,delayed previously,repairs,<100,<1,male single,none,car,none,own,unemp/unskilled non res,yes,yes,good
44,4399,2,1,41,2,1,0<=X<200,delayed previously,business,<100,1<=X<4,male single,none,no known property,none,own,skilled,none,yes,bad
7,3334,2,3,40,1,2,no checking,existing paid,radio/tv,<100,>=7,male single,guarantor,real estate,none,for free,unskilled resident,none,yes,bad
13,1656,1,4,42,2,1,0<=X<200,no credits/all paid,used car,100<=X<500,<1,male single,guarantor,real estate,none,for free,skilled,yes,yes,good
6,890,2,2,25,1,1,>=200,existing paid,radio/tv,no known savings,1<=X<4,male mar/wid,none,life insurance,none,rent,unskilled resident,yes,no,good
12,1294,2,4,35,1,1,0<=X<200,all paid,radio/tv,<100,4<=X<7,male single,none,real estate,none,rent,high qualif/self emp/mgmt,yes,yes,good
14,2400,3,4,55,1,1,>=200,existing paid,new car,no known savings,unemployed,male single,none,real estate,none,own,skilled,yes,yes,good
49,1629,1,4,49,1,1,0<=X<200,existing paid,new car,>=1000,unemployed,male single,none,no known property,bank,for free,skilled,yes,yes,good
38,2817,4,3,34,2,1,no checking,no credits/all paid,furniture/equipment,>=1000,>=7,male mar/wid,none,car,none,rent,skilled,yes,yes,bad
35,4257,4,2,31,2,1,<0,delayed previously,education,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,none,yes,bad
7,3771,2,4,34,2,1,<0,critical/other existing credit,repairs,100<=X<500,1<=X<4,male single,none,no known property,none,for free,unemp/unskilled non res,none,yes,good
47,10042,2,4,41,1,1,0<=X<200,existing paid,radio/tv,no known savings,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,good
12,1065,4,2,25,1,1,no checking,existing paid,radio/tv,100<=X<500,1<=X<4,female div/dep/mar,none,life insurance,bank,own,skilled,yes,yes,good
16,5268,1,4,53,1,1,0<=X<200,existing paid,new car,<100,>=7,male div/sep,none,no known property,stores,for free,skilled,yes,yes,good
20,4234,4,1,33,1,2,>=200,all paid,radio/tv,>=1000,<1,male single,none,car,none,rent,skilled,none,yes,good
10,1082,4,4,30,1,1,0<=X<200,all paid,education,no known savings,4<=X<7,male div/sep,co applicant,life insurance,bank,for free,skilled,none,yes,bad
21,2810,4,1,43,1,1,<0,critical/other existing credit,repairs,>=1000,<1,male div/sep,guarantor,real estate,stores,own,skilled,yes,yes,good
29,1965,4,3,42,2,1,no checking,no credits/all paid,radio/tv,<100,unemployed,male single,none,car,none,rent,unskilled resident,none,yes,good
37,1929,1,2,71,1,1,no checking,critical/other existing credit,new car,500<=X<1000,4<=X<7,male div/sep,none,real estate,none,rent,high qualif/self emp/mgmt,none,yes,good
40,7758,4,4,42,2,1,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,bank,own,skilled,none,yes,good
27,2101,1,3,24,2,1,<0,critical/other existing credit,furniture/equipment,>=1000,unemployed,male div/sep,none,life insurance,none,rent,skilled,none,no,bad
31,5145,4,2,30,2,1,0<=X<200,delayed previously,furniture/equipment,500<=X<1000,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
25,1136,1,3,27,1,1,no checking,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,high qualif/self emp/mgmt,yes,yes,good
8,2391,4,2,53,1,1,>=200,all paid,radio/tv,<100,unemployed,male single,co applicant,real estate,none,for free,skilled,yes,yes,good
16,4699,3,4,68,2,1,>=200,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,life insurance,none,for free,unskilled resident,yes,yes,good
35,5113,4,4,45,1,1,0<=X<200,delayed previously,used car,<100,>=7,male single,none,no known property,none,own,skilled,none,yes,good
16,3681,3,2,28,2,1,no checking,all paid,radio/tv,>=1000,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
37,8788,2,1,40,1,1,>=200,all paid,business,>=1000,4<=X<7,male single,none,no known property,none,for free,skilled,yes,yes,bad
40,1987,4,2,22,2,1,0<=X<200,delayed previously,radio/tv,500<=X<1000,>=7,male single,none,life insurance,none,rent,unskilled resident,none,yes,bad
27,6680,3,2,26,1,1,0<=X<200,existing paid,furniture/equipment,500<=X<1000,4<=X<7,male single,guarantor,no known property,bank,own,high qualif/self emp/mgmt,none,yes,bad
41,1845,4,4,21,1,1,0<=X<200,existing paid,radio/tv,<100,<1,male div/sep,none,no known property,none,rent,skilled,yes,yes,bad
15,2534,2,4,23,1,1,0<=X<200,no credits/all paid,new car,<100,4<=X<7,female div/dep/mar,none,life insurance,none,rent,unskilled resident,none,yes,bad
10,457,2,3,41,1,1,>=200,existing paid,new car,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,unskilled resident,none,no,bad
20,1847,4,2,44,1,1,>=200,all paid,used car,no known savings,>=7,male mar/wid,none,life insurance,none,own,skilled,none,yes,bad
19,2165,4,4,43,2,1,>=200,critical/other existing credit,furniture/equipment,>=1000,>=7,male single,guarantor,no known property,none,own,skilled,none,yes,good
20,4529,2,4,50,2,1,no checking,critical/other existing credit,radio/tv,500<=X<1000,4<=X<7,male single,none,real estate,none,rent,skilled,none,yes,good
15,3324,4,4,28,2,1,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,bad
27,5488,4,2,35,1,1,0<=X<200,existing paid,business,<100,unemployed,male single,guarantor,life insurance,none,own,skilled,none,yes,good
8,362,2,4,68,2,1,>=200,no credits/all paid,new car,no known savings,unemployed,male single,none,life insurance,none,own,skilled,none,yes,good
37,10605,1,3,62,2,1,no checking,no credits/all paid,business,<100,unemployed,male single,guarantor,life insurance,none,for free,skilled,yes,no,good
6,527,3,2,34,1,1,>=200,existing paid,radio/tv,no known savings,4<=X<7,male div/sep,none,car,none,rent,unskilled resident,yes,yes,good
29,2128,3,4,63,2,2,no checking,critical/other existing credit,business,500<=X<1000,<1,male single,guarantor,no known property,none,for free,skilled,none,yes,good
12,1399,4,4,24,1,1,0<=X<200,existing paid,new car,>=1000,<1,female div/dep/mar,none,real estate,none,rent,unemp/unskilled non res,none,yes,good
41,3597,4,4,49,2,2,0<=X<200,no credits/all paid,radio/tv,<100,>=7,female div/dep/mar,none,no known property,none,own,skilled,yes,yes,bad
35,1845,2,2,27,2,1,0<=X<200,critical/other existing credit,furniture/equipment,>=1000,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,bad
16,2994,3,1,33,2,1,no checking,all paid,furniture/equipment,<100,1<=X<4,male div/sep,none,real estate,stores,own,skilled,yes,yes,good
21,5427,2,4,30,1,1,no checking,existing paid,new car,<100,unemployed,male mar/wid,none,car,bank,own,high qualif/self emp/mgmt,yes,yes,good
40,4496,2,2,21,2,1,0<=X<200,critical/other existing credit,new car,<100,unemployed,male single,none,real estate,none,own,skilled,yes,yes,bad
24,4407,2,4,23,2,1,no checking,no credits/all paid,new car,<100,1<=X<4,female div/dep/mar,guarantor,car,none,own,skilled,yes,yes,good
16,528,4,2,27,2,1,0<=X<200,all paid,retraining,100<=X<500,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,bad
26,2620,4,3,58,2,2,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,co applicant,real estate,none,own,skilled,yes,no,good
13,2314,2,3,23,1,1,no checking,existing paid,radio/tv,100<=X<500,<1,male div/sep,none,car,none,for free,skilled,yes,yes,bad
32,2641,3,2,23,2,2,<0,delayed previously,radio/tv,<100,<1,male mar/wid,none,real estate,none,own,skilled,none,yes,bad
7,1106,2,2,42,1,1,>=200,existing paid,radio/tv,500<=X<1000,4<=X<7,female div/dep/mar,co applicant,life insurance,none,own,unskilled resident,none,yes,good
12,2082,4,4,45,2,1,no checking,existing paid,furniture/equipment,500<=X<1000,unemployed,female div/dep/mar,none,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,good
19,6544,4,2,24,2,1,no checking,no credits/all paid,other,<100,unemployed,male single,none,life insurance,none,own,skilled,yes,yes,bad
35,11609,1,4,36,1,1,0<=X<200,existing paid,education,no known savings,1<=X<4,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
40,9003,4,2,36,1,1,<0,existing paid,radio/tv,no known savings,unemployed,male single,none,life insurance,none,for free,skilled,none,yes,good
39,8075,4,3,25,2,1,0<=X<200,existing paid,other,<100,1<=X<4,male single,guarantor,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
13,2292,4,1,21,2,1,<0,critical/other existing credit,radio/tv,100<=X<500,1<=X<4,male div/sep,none,car,none,own,skilled,yes,yes,good
26,8072,4,2,43,1,2,0<=X<200,existing paid,new car,>=1000,unemployed,male single,none,car,stores,rent,skilled,none,yes,bad
16,7112,4,3,29,3,1,0<=X<200,critical/other existing credit,new car,no known savings,1<=X<4,male single,none,car,stores,own,skilled,yes,yes,good
19,2877,3,2,46,2,1,no checking,critical/other existing credit,used car,<100,>=7,male mar/wid,none,real estate,stores,rent,unemp/unskilled non res,yes,yes,good
18,5068,1,2,29,1,1,<0,existing paid,business,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,none,yes,bad
24,4562,1,3,21,2,1,0<=X<200,critical/other existing credit,used car,no known savings,unemployed,male div/sep,none,life insurance,stores,own,skilled,yes,yes,bad
38,1059,4,4,25,2,1,no checking,delayed previously,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,life insurance,stores,own,unskilled resident,yes,yes,bad
6,1219,4,2,33,1,1,0<=X<200,all paid,retraining,100<=X<500,4<=X<7,male single,guarantor,life insurance,none,own,unskilled resident,yes,yes,good
8,1279,4,2,36,1,1,<0,existing paid,used car,<100,4<=X<7,male div/sep,guarantor,life insurance,none,own,unskilled resident,none,yes,good
30,2435,4,3,32,2,1,<0,no credits/all paid,education,>=1000,>=7,female div/dep/mar,none,car,none,own,skilled,none,yes,bad
16,1564,4,4,34,2,2,0<=X<200,critical/other existing credit,furniture/equipment,<100,4<=X<7,male mar/wid,none,no known property,bank,for free,skilled,none,yes,bad
18,2573,3,1,43,1,1,>=200,existing paid,repairs,<100,4<=X<7,female div/dep/mar,none,real estate,bank,own,skilled,none,yes,bad
10,301,4,4,27,1,1,0<=X<200,existing paid,new car,>=1000,1<=X<4,female div/dep/mar,guarantor,car,none,for free,high qualif/self emp/mgmt,yes,yes,bad
24,3978,1,2,27,1,1,0<=X<200,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,bank,own,skilled,none,yes,good
18,1607,4,4,35,1,1,0<=X<200,existing paid,radio/tv,>=1000,>=7,male single,none,life insurance,stores,rent,skilled,yes,no,good
14,1790,4,3,50,2,1,>=200,delayed previously,business,<100,4<=X<7,male single,guarantor,real estate,stores,own,skilled,yes,yes,good
22,4420,4,4,40,2,1,<0,delayed previously,furniture/equipment,<100,>=7,male single,none,life insurance,none,for free,unskilled resident,yes,yes,bad
30,4741,2,4,22,2,1,0<=X<200,delayed previously,radio/tv,<100,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
18,2076,2,2,38,1,1,no checking,existing paid,furniture/equipment,no known savings,1<=X<4,male single,none,real estate,stores,rent,unskilled resident,yes,yes,good
8,1890,4,1,27,1,1,0<=X<200,existing paid,furniture/equipment,100<=X<500,1<=X<4,male mar/wid,none,real estate,none,own,high qualif/self emp/mgmt,none,no,bad
12,3346,4,2,29,1,1,0<=X<200,existing paid,other,<100,>=7,male single,none,no known property,none,own,unskilled resident,none,yes,good
8,2960,4,2,50,2,1,<0,no credits/all paid,radio/tv,<100,unemployed,male single,guarantor,life insurance,none,own,skilled,none,yes,good
11,1482,2,2,29,1,2,>=200,critical/other existing credit,radio/tv,>=1000,<1,male single,none,real estate,none,own,skilled,none,yes,good
14,2299,3,4,24,1,1,0<=X<200,existing paid,new car,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
24,2741,4,4,32,2,1,<0,critical/other existing credit,new car,<100,>=7,male single,none,real estate,none,own,skilled,yes,yes,bad
13,1717,1,3,53,1,2,0<=X<200,existing paid,new car,100<=X<500,>=7,male mar/wid,none,real estate,none,for free,unskilled resident,yes,yes,good
29,6041,4,2,24,1,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,co applicant,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
33,2563,3,1,27,2,1,no checking,delayed previously,radio/tv,no known savings,4<=X<7,female div/dep/mar,guarantor,no known property,stores,own,skilled,yes,yes,good
10,1856,4,3,31,1,1,0<=X<200,existing paid,furniture/equipment,>=1000,<1,male div/sep,none,car,none,for free,skilled,yes,yes,bad
29,9524,4,4,39,1,2,no checking,all paid,repairs,<100,>=7,male div/sep,co applicant,real estate,none,for free,skilled,none,yes,bad
35,3813,4,3,43,2,1,>=200,critical/other existing credit,furniture/equipment,<100,>=7,male single,co applicant,real estate,stores,own,unskilled resident,yes,yes,bad
7,1381,3,3,25,1,1,0<=X<200,existing paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,co applicant,real estate,none,rent,unskilled resident,yes,yes,bad
12,2899,4,2,42,2,1,<0,all paid,new car,no known savings,4<=X<7,male single,none,real estate,stores,rent,unskilled resident,yes,yes,good
46,8380,3,2,23,2,1,no checking,all paid,new car,100<=X<500,unemployed,male single,co applicant,car,none,rent,high qualif/self emp/mgmt,none,yes,bad
18,2116,4,3,41,1,1,<0,existing paid,other,<100,<1,male single,none,car,none,own,skilled,yes,yes,bad
49,3379,4,2,27,1,1,no checking,all paid,other,<100,<1,male single,none,car,none,rent,skilled,none,yes,good
17,2843,2,4,31,1,1,<0,existing paid,used car,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,bad
17,2558,4,1,61,1,1,>=200,no credits/all paid,radio/tv,100<=X<500,>=7,male single,co applicant,life insurance,none,rent,unskilled resident,none,yes,bad
28,2013,2,3,49,2,1,>=200,no credits/all paid,repairs,<100,4<=X<7,male single,guarantor,real estate,none,rent,unemp/unskilled non res,none,yes,good
15,2065,4,4,45,1,1,no checking,all paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,good
7,1434,2,4,41,1,1,no checking,existing paid,new car,100<=X<500,>=7,male mar/wid,none,car,none,rent,skilled,yes,yes,good
13,695,2,4,68,2,1,>=200,critical/other existing credit,radio/tv,<100,<1,male single,none,life insurance,none,for free,unemp/unskilled non res,none,yes,good
12,453,4,4,43,2,1,no checking,critical/other existing credit,domestic appliance,100<=X<500,4<=X<7,male mar/wid,none,car,bank,own,skilled,none,yes,bad
9,1931,2,2,22,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,<1,male mar/wid,none,car,none,own,skilled,none,yes,bad
37,9474,4,2,51,1,1,0<=X<200,all paid,radio/tv,>=1000,>=7,male single,none,no known property,none,own,skilled,none,yes,bad
21,4763,1,2,48,2,1,<0,no credits/all paid,radio/tv,<100,1<=X<4,male mar/wid,none,no known property,none,for free,skilled,none,yes,bad
21,3308,4,3,50,1,1,<0,existing paid,furniture/equipment,100<=X<500,>=7,male div/sep,none,no known property,none,own,skilled,yes,yes,bad
15,3048,4,2,39,1,1,no checking,existing paid,repairs,100<=X<500,1<=X<4,male single,guarantor,car,none,own,skilled,yes,yes,bad
17,1133,4,4,57,1,1,>=200,existing paid,other,<100,unemployed,female div/dep/mar,none,no known property,none,own,unemp/unskilled non res,none,no,good
11,3765,4,4,49,3,2,no checking,all paid,used car,no known savings,4<=X<7,male single,none,no known property,none,for free,skilled,yes,yes,bad
27,6628,4,4,25,2,2,0<=X<200,no credits/all paid,other,<100,1<=X<4,male single,none,no known property,none,for free,unemp/unskilled non res,none,yes,good
18,5329,1,4,25,1,1,<0,existing paid,business,<100,1<=X<4,male div/sep,none,no known property,none,rent,skilled,yes,yes,bad
7,950,2,2,34,1,1,>=200,existing paid,new car,<100,<1,male single,guarantor,real estate,none,own,skilled,none,yes,good
12,5895,2,2,53,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
20,8400,2,3,26,1,1,<0,all paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,no known property,none,rent,unemp/unskilled non res,none,no,good
29,8122,3,4,68,3,2,<0,critical/other existing credit,radio/tv,<100,4<=X<7,male mar/wid,none,no known property,none,for free,skilled,yes,yes,bad
43,6742,3,4,22,1,1,no checking,existing paid,radio/tv,no known savings,<1,male single,none,life insurance,none,rent,skilled,none,yes,bad
23,3115,2,3,61,2,1,>=200,no credits/all paid,new car,no known savings,4<=X<7,female div/dep/mar,guarantor,real estate,none,own,skilled,yes,no,bad
30,9130,2,4,33,2,1,no checking,no credits/all paid,new car,<100,unemployed,male single,none,car,bank,for free,skilled,none,yes,bad
15,1993,2,1,24,1,1,<0,existing paid,used car,no known savings,<1,male mar/wid,none,real estate,stores,for free,skilled,none,yes,bad
11,772,3,2,44,1,2,<0,existing paid,used car,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,good
14,2871,1,4,68,1,1,>=200,existing paid,furniture/equipment,<100,1<=X<4,male single,none,life insurance,stores,rent,skilled,none,yes,good
44,3404,2,1,34,2,1,>=200,critical/other existing credit,new car,<100,1<=X<4,female div/dep/mar,none,real estate,none,for free,skilled,yes,yes,good
11,1458,4,2,25,1,1,<0,existing paid,radio/tv,500<=X<1000,1<=X<4,male single,none,life insurance,none,own,skilled,yes,yes,bad
14,538,4,3,26,2,1,no checking,critical/other existing credit,radio/tv,no known savings,4<=X<7,male div/sep,co applicant,real estate,none,own,skilled,none,yes,good
16,2481,4,4,38,1,1,0<=X<200,delayed previously,furniture/equipment,>=1000,>=7,male single,none,real estate,stores,rent,skilled,yes,yes,good
28,2134,1,4,30,2,2,<0,critical/other existing credit,radio/tv,>=1000,>=7,male single,none,no known property,none,for free,unskilled resident,none,no,bad
20,2929,2,1,52,2,2,>=200,critical/other existing credit,new car,no known savings,<1,male single,none,life insurance,bank,own,unskilled resident,yes,yes,good
32,5703,1,3,27,2,1,no checking,no credits/all paid,furniture/equipment,no known savings,1<=X<4,male mar/wid,none,life insurance,stores,own,unemp/unskilled non res,yes,yes,bad
29,6675,4,2,28,1,1,no checking,existing paid,radio/tv,<100,unemployed,male single,none,car,none,own,skilled,yes,yes,bad
26,7829,1,4,59,2,1,<0,delayed previously,radio/tv,no known savings,unemployed,male single,none,car,bank,for free,skilled,yes,yes,good
6,1271,2,4,34,2,1,no checking,no credits/all paid,new car,<100,unemployed,male div/sep,co applicant,real estate,stores,own,skilled,yes,yes,good
27,8008,2,3,34,1,1,<0,critical/other existing credit,new car,<100,1<=X<4,male single,co applicant,no known property,none,for free,skilled,yes,yes,good
7,1066,2,3,26,1,1,no checking,existing paid,radio/tv,<100,1<=X<4,male single,guarantor,real estate,stores,rent,high qualif/self emp/mgmt,none,yes,good
18,2049,4,2,22,2,1,no checking,delayed previously,radio/tv,<100,4<=X<7,female div/dep/mar,none,real estate,none,for free,skilled,none,yes,bad
32,7771,4,4,29,2,2,>=200,delayed previously,radio/tv,no known savings,<1,male single,none,life insurance,bank,for free,high qualif/self emp/mgmt,none,yes,bad
8,1117,1,2,28,1,1,no checking,existing paid,education,<100,<1,female div/dep/mar,none,real estate,bank,own,high qualif/self emp/mgmt,none,yes,good
7,2520,4,1,31,1,1,0<=X<200,existing paid,domestic appliance,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,yes,no,bad
45,5705,4,4,29,1,1,<0,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
29,3763,4,1,27,2,1,0<=X<200,delayed previously,radio/tv,>=1000,<1,male div/sep,none,life insurance,none,own,skilled,yes,yes,bad
24,2932,2,4,57,1,1,>=200,existing paid,used car,<100,unemployed,male mar/wid,none,car,none,for free,skilled,none,yes,good
32,5121,4,4,34,1,2,<0,existing paid,new car,<100,>=7,male single,none,no known property,none,for free,unskilled resident,none,yes,good
8,1644,3,4,42,2,1,no checking,critical/other existing credit,radio/tv,no known savings,<1,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,no,bad
12,3563,4,2,37,2,1,<0,all paid,radio/tv,100<=X<500,1<=X<4,male single,co applicant,car,none,own,skilled,none,yes,good
10,803,4,2,24,1,1,no checking,existing paid,education,no known savings,1<=X<4,male mar/wid,none,real estate,stores,for free,skilled,none,yes,good
42,9956,4,1,50,2,1,<0,critical/other existing credit,radio/tv,no known savings,unemployed,male single,none,no known property,none,rent,unskilled resident,yes,yes,bad
30,4824,4,4,49,1,1,0<=X<200,all paid,new car,>=1000,4<=X<7,male single,none,car,none,own,unemp/unskilled non res,none,yes,good
18,2869,2,1,22,1,2,0<=X<200,existing paid,radio/tv,no known savings,4<=X<7,male single,none,real estate,bank,own,high qualif/self emp/mgmt,yes,yes,good
30,2164,2,3,43,2,1,no checking,critical/other existing credit,radio/tv,<100,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
8,1371,4,4,50,1,2,no checking,existing paid,furniture/equipment,100<=X<500,>=7,male single,none,real estate,bank,for free,unemp/unskilled non res,yes,yes,bad
6,870,4,4,35,1,1,<0,existing paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,no known property,none,rent,unskilled resident,none,yes,good
14,889,4,4,30,1,2,no checking,existing paid,business,<100,>=7,male single,none,car,none,for free,skilled,none,yes,bad
26,3333,4,4,30,1,1,0<=X<200,existing paid,new car,100<=X<500,4<=X<7,male single,none,life insurance,bank,own,skilled,none,yes,bad
31,4191,3,2,47,2,1,>=200,no credits/all paid,used car,<100,unemployed,male single,none,life insurance,none,own,skilled,yes,yes,bad
22,1511,4,4,35,2,1,<0,no credits/all paid,furniture/equipment,<100,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
14,1730,2,2,69,2,1,no checking,critical/other existing credit,repairs,no known savings,unemployed,male single,none,real estate,none,own,skilled,none,yes,bad
16,3488,2,2,29,1,1,0<=X<200,existing paid,used car,500<=X<1000,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
22,4245,4,2,48,2,1,>=200,no credits/all paid,new car,no known savings,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,yes,yes,good
43,7034,4,4,24,1,1,0<=X<200,critical/other existing credit,radio/tv,<100,<1,male single,none,no known property,none,rent,skilled,none,yes,bad
14,1735,4,1,32,2,1,no checking,critical/other existing credit,domestic appliance,<100,4<=X<7,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,bad
37,4651,4,4,43,1,1,<0,critical/other existing credit,new car,<100,unemployed,male single,none,no known property,bank,own,skilled,none,yes,bad
53,7199,3,4,23,1,1,no checking,no credits/all paid,domestic appliance,100<=X<500,4<=X<7,male mar/wid,co applicant,no known property,stores,own,unskilled resident,yes,yes,bad
6,407,4,4,23,2,1,no checking,existing paid,new car,500<=X<1000,>=7,male mar/wid,guarantor,life insurance,none,for free,skilled,yes,yes,good
21,10844,3,1,47,1,1,no checking,critical/other existing credit,used car,<100,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,good
8,408,1,4,26,1,1,no checking,existing paid,furniture/equipment,<100,<1,male single,co applicant,no known property,none,rent,skilled,yes,yes,good
36,8361,2,2,40,1,1,0<=X<200,existing paid,furniture/equipment,500<=X<1000,1<=X<4,female div/dep/mar,none,no known property,none,own,skilled,yes,no,bad
21,10929,3,1,63,1,1,<0,existing paid,furniture/equipment,no known savings,unemployed,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
12,1095,4,1,39,1,1,<0,critical/other existing credit,new car,<100,<1,male single,co applicant,real estate,none,rent,skilled,yes,yes,good
11,2055,1,4,34,1,1,no checking,existing paid,furniture/equipment,100<=X<500,unemployed,female div/dep/mar,none,no known property,bank,rent,unskilled resident,yes,yes,good
10,496,4,4,26,2,2,<0,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,guarantor,car,bank,for free,skilled,yes,yes,good
18,1811,2,4,22,2,1,<0,no credits/all paid,new car,<100,<1,male single,none,no known property,none,for free,unemp/unskilled non res,none,yes,good
15,6234,3,4,54,1,2,no checking,no credits/all paid,furniture/equipment,>=1000,>=7,female div/dep/mar,none,life insurance,none,for free,unemp/unskilled non res,none,yes,bad
13,1560,4,4,44,1,1,0<=X<200,all paid,domestic appliance,>=1000,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
18,3519,4,2,39,1,1,<0,existing paid,used car,<100,4<=X<7,male single,none,life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,bad
35,3995,1,2,33,1,2,0<=X<200,existing paid,other,no known savings,<1,male single,none,life insurance,none,own,skilled,yes,yes,bad
15,728,1,3,23,1,1,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,life insurance,stores,own,skilled,yes,yes,good
22,1293,4,3,22,1,1,no checking,existing paid,other,<100,<1,male div/sep,none,car,none,rent,unskilled resident,none,yes,bad
8,2382,1,2,34,1,1,>=200,existing paid,radio/tv,<100,>=7,male div/sep,none,real estate,none,own,unskilled resident,none,yes,bad
35,804,4,4,25,1,1,no checking,existing paid,new car,500<=X<1000,4<=X<7,male single,none,car,none,rent,skilled,none,yes,good
7,718,3,2,23,1,1,>=200,existing paid,radio/tv,100<=X<500,4<=X<7,male mar/wid,none,life insurance,none,rent,skilled,yes,yes,bad
9,1824,3,3,30,2,1,0<=X<200,delayed previously,radio/tv,>=1000,<1,female div/dep/mar,none,real estate,none,own,unskilled resident,yes,yes,good
8,1079,4,2,32,1,1,0<=X<200,existing paid,education,<100,4<=X<7,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,bad
24,7842,2,2,33,1,2,no checking,all paid,new car,<100,unemployed,male div/sep,none,car,stores,own,skilled,yes,yes,good
17,1538,4,4,35,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,rent,unskilled resident,yes,yes,good
14,2689,2,3,42,1,1,no checking,existing paid,new car,<100,unemployed,male mar/wid,guarantor,life insurance,none,own,skilled,yes,yes,good
