checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,21,critical/other existing credit,business,4238,<100,>=7,3,female div/dep/mar,guarantor,2,life insurance,63,none,own,1,skilled,1,none,yes,good
no checking,3,critical/other existing credit,furniture/equipment,15213,500<=X<1000,>=7,3,male mar/wid,none,2,car,34,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,22,existing paid,furniture/equipment,17893,<100,>=7,4,female div/dep/mar,none,3,car,26,none,own,2,unskilled resident,2,none,yes,bad
no checking,4,existing paid,new car,5682,no known savings,1<=X<4,4,male single,none,4,no known property,41,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,22,delayed previously,business,1857,<100,unemployed,3,male single,none,4,real estate,32,bank,own,2,high qualif/self emp/mgmt,2,none,yes,good
no checking,14,critical/other existing credit,new car,18643,<100,unemployed,4,male single,none,4,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,17,existing paid,business,2838,<100,unemployed,3,male single,none,2,car,75,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,16,all paid,business,1700,<100,1<=X<4,1,male single,none,2,life insurance,23,none,own,1,skilled,2,yes,yes,good
no checking,11,critical/other existing credit,furniture/equipment,2628,<100,<1,3,male mar/wid,none,3,real estate,35,none,own,2,skilled,1,yes,yes,good
<0,16,delayed previously,new car,6519,>=1000,>=7,4,male mar/wid,none,2,car,52,none,for free,1,unskilled resident,1,yes,yes,good
<0,26,critical/other existing credit,new car,10520,<100,<1,4,male single,none,1,car,33,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,1,existing paid,repairs,3265,<100,unemployed,4,female div/dep/mar,none,3,no known property,55,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
0<=X<200,1,critical/other existing credit,new car,2114,>=1000,4<=X<7,2,male single,none,2,life insurance,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,6,delayed previously,radio/tv,2828,<100,1<=X<4,1,female div/dep/mar,none,3,real estate,35,bank,own,2,unemp/unskilled non res,1,yes,yes,good
<0,21,all paid,furniture/equipment,2677,<100,unemployed,4,female div/dep/mar,none,2,car,66,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,23,existing paid,radio/tv,2020,500<=X<1000,<1,4,male single,none,1,life insurance,32,none,for free,2,skilled,1,none,yes,bad
0<=X<200,2,existing paid,furniture/equipment,6308,<100,>=7,3,female div/dep/mar,none,2,real estate,35,none,rent,2,skilled,1,yes,yes,good
<0,6,existing paid,new car,13336,<100,<1,1,male mar/wid,none,2,real estate,45,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,4,all paid,business,15274,<100,4<=X<7,2,female div/dep/mar,none,2,real estate,36,none,own,1,skilled,1,yes,yes,good
<0,11,existing paid,furniture/equipment,11308,<100,<1,4,male single,none,2,life insurance,50,stores,own,2,skilled,1,none,yes,good
<0,22,existing paid,new car,3077,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,none,yes,good
no checking,11,critical/other existing credit,education,16088,<100,1<=X<4,3,male single,none,1,life insurance,24,bank,own,1,skilled,1,none,yes,good
>=200,-3,existing paid,furniture/equipment,7303,<100,1<=X<4,1,male single,none,3,real estate,37,none,own,1,skilled,1,yes,yes,bad
0<=X<200,23,critical/other existing credit,radio/tv,7711,>=1000,>=7,4,male single,none,3,car,42,none,own,2,skilled,1,yes,yes,good
no checking,0,critical/other existing credit,new car,3423,500<=X<1000,>=7,4,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,used car,20070,<100,1<=X<4,1,male div/sep,none,2,car,78,none,own,2,skilled,1,yes,yes,bad
<0,25,existing paid,domestic appliance,16565,500<=X<1000,>=7,3,male single,none,2,real estate,54,none,own,2,skilled,1,none,yes,bad
no checking,22,critical/other existing credit,new car,8174,<100,4<=X<7,1,male single,none,4,car,33,none,rent,2,skilled,1,yes,yes,bad
0<=X<200,47,delayed previously,used car,3130,<100,>=7,1,male mar/wid,guarantor,3,real estate,50,none,own,1,skilled,1,yes,yes,bad
<0,14,existing paid,furniture/equipment,5823,<100,unemployed,0,male single,none,2,car,47,none,own,1,skilled,1,none,yes,good
no checking,22,critical/other existing credit,furniture/equipment,5448,<100,unemployed,1,male single,none,1,car,42,none,own,1,skilled,1,none,yes,good
<0,8,delayed previously,business,5311,100<=X<500,1<=X<4,3,male single,none,2,life insurance,22,bank,own,2,skilled,1,yes,no,good
<0,13,existing paid,furniture/equipment,4191,100<=X<500,1<=X<4,2,male single,none,1,real estate,56,none,own,2,skilled,1,yes,yes,bad
0<=X<200,31,all paid,radio/tv,3267,>=1000,1<=X<4,3,female div/dep/mar,guarantor,4,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,3,existing paid,furniture/equipment,6544,no known savings,>=7,2,female div/dep/mar,none,1,life insurance,35,none,for free,1,skilled,2,none,yes,good
<0,-3,critical/other existing credit,used car,10439,<100,4<=X<7,4,male single,none,1,car,39,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
<0,1,delayed previously,furniture/equipment,6357,no known savings,<1,3,female div/dep/mar,none,2,no known property,34,none,own,1,unskilled resident,1,none,no,good
>=200,9,existing paid,furniture/equipment,3156,<100,<1,3,male mar/wid,none,4,car,43,none,rent,1,skilled,1,yes,yes,good
<0,20,no credits/all paid,repairs,7361,<100,>=7,3,male mar/wid,none,3,car,26,none,own,2,unskilled resident,1,none,yes,good
no checking,2,existing paid,used car,4337,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,79,none,own,2,skilled,1,yes,yes,good
no checking,6,critical/other existing credit,new car,2568,<100,<1,4,male single,none,1,car,46,none,own,2,unemp/unskilled non res,1,none,yes,good
0<=X<200,0,existing paid,education,11567,no known savings,unemployed,3,male single,co applicant,2,real estate,30,none,own,1,skilled,2,yes,yes,good
<0,6,existing paid,used car,8401,<100,4<=X<7,4,female div/dep/mar,none,3,car,84,none,own,1,skilled,1,yes,yes,good
0<=X<200,2,existing paid,used car,1542,<100,>=7,1,female div/dep/mar,co applicant,4,real estate,52,none,own,2,skilled,2,yes,yes,bad
0<=X<200,25,existing paid,furniture/equipment,18932,<100,>=7,4,male single,none,2,car,75,none,own,2,skilled,1,none,yes,good
>=200,0,critical/other existing credit,used car,3492,<100,4<=X<7,2,male single,none,1,real estate,29,none,for free,1,skilled,1,yes,yes,bad
0<=X<200,28,existing paid,radio/tv,19067,no known savings,<1,3,male single,none,4,life insurance,76,bank,own,1,skilled,2,yes,yes,good
<0,3,existing paid,new car,5272,<100,4<=X<7,1,female div/dep/mar,none,2,life insurance,46,none,for free,2,skilled,1,yes,yes,bad
no checking,13,all paid,used car,4755,<100,unemployed,1,male single,none,4,car,30,none,own,3,skilled,1,none,yes,good
<0,41,all paid,education,20696,<100,<1,3,male single,none,3,no known property,24,bank,own,2,unskilled resident,2,yes,no,good
no checking,2,existing paid,domestic appliance,11140,<100,>=7,4,male single,co applicant,4,car,64,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,11,existing paid,furniture/equipment,17748,<100,>=7,4,male single,none,4,life insurance,32,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
<0,8,all paid,furniture/equipment,7084,500<=X<1000,1<=X<4,3,female div/dep/mar,none,1,life insurance,43,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,23,existing paid,repairs,5082,100<=X<500,1<=X<4,1,male single,co applicant,3,real estate,44,none,own,2,skilled,1,yes,yes,bad
0<=X<200,10,existing paid,furniture/equipment,3327,<100,1<=X<4,3,female div/dep/mar,none,2,no known property,44,stores,own,1,high qualif/self emp/mgmt,1,yes,no,good
<0,24,delayed previously,education,10077,500<=X<1000,<1,1,male div/sep,none,1,car,35,bank,rent,2,skilled,1,none,yes,good
0<=X<200,22,existing paid,furniture/equipment,3831,<100,1<=X<4,3,male single,none,2,no known property,62,none,rent,2,unskilled resident,2,none,yes,good
<0,-3,critical/other existing credit,furniture/equipment,4507,500<=X<1000,4<=X<7,4,female div/dep/mar,co applicant,4,car,34,none,own,3,high qualif/self emp/mgmt,2,none,yes,good
>=200,-1,critical/other existing credit,repairs,2935,<100,4<=X<7,3,female div/dep/mar,none,2,no known property,34,none,own,2,skilled,1,none,yes,good
no checking,47,existing paid,used car,4915,<100,<1,4,male single,none,3,car,42,none,for free,2,skilled,1,none,yes,bad
<0,7,existing paid,education,2963,100<=X<500,1<=X<4,3,male single,none,2,real estate,40,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,8,critical/other existing credit,radio/tv,16295,<100,1<=X<4,3,male single,none,4,life insurance,30,none,own,2,skilled,1,yes,yes,good
no checking,9,existing paid,new car,5544,500<=X<1000,<1,4,male single,none,2,real estate,39,bank,own,2,skilled,1,none,yes,good
<0,26,existing paid,new car,6434,no known savings,>=7,3,male single,none,2,car,30,none,for free,1,skilled,1,none,yes,good
<0,36,existing paid,other,10729,<100,1<=X<4,4,male div/sep,guarantor,4,real estate,24,bank,own,1,skilled,1,yes,yes,good
no checking,29,existing paid,domestic appliance,1459,100<=X<500,>=7,4,female div/dep/mar,none,4,life insurance,50,none,for free,2,skilled,1,none,yes,bad
0<=X<200,3,all paid,new car,3162,500<=X<1000,<1,3,female div/dep/mar,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
0<=X<200,0,critical/other existing credit,used car,19211,<100,>=7,1,male single,none,2,car,32,none,own,2,skilled,1,yes,yes,good
0<=X<200,8,delayed previously,education,3034,<100,<1,3,female div/dep/mar,none,2,life insurance,41,none,for free,1,skilled,1,none,yes,good
no checking,35,existing paid,radio/tv,5299,<100,>=7,0,female div/dep/mar,none,4,real estate,30,none,own,1,unemp/unskilled non res,1,none,yes,bad
<0,14,existing paid,new car,15038,<100,>=7,0,male single,none,3,car,35,none,own,1,skilled,1,none,no,good
<0,6,critical/other existing credit,new car,2903,no known savings,unemployed,0,male single,none,4,car,27,none,own,2,unskilled resident,1,yes,yes,bad
<0,4,critical/other existing credit,radio/tv,15063,<100,4<=X<7,3,male mar/wid,co applicant,1,car,40,none,for free,1,skilled,1,yes,yes,good
0<=X<200,9,existing paid,radio/tv,2385,<100,>=7,2,female div/dep/mar,none,4,real estate,32,bank,own,1,unskilled resident,2,none,yes,good
0<=X<200,7,existing paid,furniture/equipment,3267,500<=X<1000,4<=X<7,3,male single,none,3,car,63,none,own,2,skilled,2,yes,yes,good
no checking,13,existing paid,furniture/equipment,2045,<100,4<=X<7,3,male mar/wid,none,1,car,59,none,own,2,skilled,2,yes,yes,good
no checking,48,no credits/all paid,radio/tv,6678,<100,>=7,4,male single,none,4,life insurance,43,none,own,1,skilled,1,none,yes,good
0<=X<200,1,critical/other existing credit,new car,4180,<100,<1,4,female div/dep/mar,none,4,life insurance,33,none,own,2,skilled,2,none,yes,bad
no checking,49,existing paid,radio/tv,19546,>=1000,<1,1,female div/dep/mar,none,1,life insurance,43,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
no checking,21,critical/other existing credit,radio/tv,5844,<100,unemployed,4,female div/dep/mar,none,4,car,37,none,rent,2,skilled,1,none,yes,good
no checking,12,existing paid,business,2414,100<=X<500,>=7,4,male single,guarantor,2,no known property,46,none,own,1,unemp/unskilled non res,2,none,yes,good
0<=X<200,14,existing paid,business,3769,<100,>=7,3,female div/dep/mar,none,4,car,21,stores,own,2,unskilled resident,1,none,yes,good
0<=X<200,10,all paid,new car,974,500<=X<1000,>=7,3,male single,none,2,real estate,52,none,own,1,skilled,1,yes,yes,bad
<0,10,existing paid,new car,1352,<100,<1,3,female div/dep/mar,none,0,no known property,56,bank,own,2,skilled,1,none,yes,good
<0,22,delayed previously,new car,18824,>=1000,>=7,3,female div/dep/mar,none,4,real estate,48,none,own,2,skilled,1,none,yes,good
no checking,43,existing paid,furniture/equipment,9679,<100,unemployed,4,male single,none,1,car,30,none,for free,2,high qualif/self emp/mgmt,2,none,yes,good
<0,5,no credits/all paid,new car,2257,<100,1<=X<4,3,male div/sep,co applicant,2,life insurance,42,none,own,2,skilled,1,none,yes,good
no checking,52,existing paid,radio/tv,4107,no known savings,<1,3,female div/dep/mar,none,2,car,74,none,own,1,unemp/unskilled non res,1,yes,yes,good
0<=X<200,19,delayed previously,new car,3542,<100,<1,3,male single,none,4,real estate,54,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
no checking,13,critical/other existing credit,furniture/equipment,5917,<100,1<=X<4,3,female div/dep/mar,none,4,no known property,35,none,own,2,skilled,1,none,yes,good
no checking,5,critical/other existing credit,furniture/equipment,3584,<100,1<=X<4,1,male single,none,0,car,42,none,own,2,skilled,1,none,yes,good
<0,25,existing paid,radio/tv,2330,<100,4<=X<7,3,male single,none,2,no known property,32,none,own,2,unskilled resident,2,none,yes,good
<0,16,critical/other existing credit,radio/tv,10373,<100,1<=X<4,3,male single,none,4,life insurance,36,none,own,2,skilled,1,yes,yes,good
no checking,5,all paid,other,2729,100<=X<500,>=7,3,male single,guarantor,1,car,79,none,own,1,skilled,2,none,yes,good
no checking,20,existing paid,furniture/equipment,9371,<100,1<=X<4,3,male single,none,2,no known property,28,none,rent,2,skilled,1,none,yes,good
>=200,55,existing paid,used car,13277,no known savings,1<=X<4,1,female div/dep/mar,co applicant,2,real estate,50,none,own,2,skilled,1,yes,yes,good
<0,10,existing paid,used car,20003,500<=X<1000,4<=X<7,3,male single,none,4,car,19,none,own,2,unskilled resident,1,none,yes,good
<0,12,delayed previously,new car,1432,<100,>=7,4,female div/dep/mar,none,2,life insurance,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,28,critical/other existing credit,new car,16141,<100,1<=X<4,4,male single,none,1,no known property,74,none,own,2,skilled,2,yes,yes,good
<0,2,delayed previously,new car,2546,<100,unemployed,1,male single,co applicant,4,life insurance,31,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,23,existing paid,business,1907,<100,1<=X<4,1,female div/dep/mar,none,2,car,51,stores,rent,1,skilled,1,yes,yes,bad
0<=X<200,21,critical/other existing credit,radio/tv,3225,<100,1<=X<4,0,male single,none,2,car,22,none,own,2,unskilled resident,1,yes,yes,good
<0,11,existing paid,used car,3093,>=1000,1<=X<4,4,female div/dep/mar,none,2,no known property,57,none,own,2,skilled,1,yes,yes,bad
no checking,6,existing paid,new car,1234,<100,unemployed,3,female div/dep/mar,none,3,real estate,77,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
>=200,10,delayed previously,business,9663,500<=X<1000,>=7,4,male single,none,2,life insurance,51,bank,own,1,skilled,1,none,yes,good
no checking,5,existing paid,radio/tv,20942,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,67,stores,rent,2,skilled,1,yes,yes,bad
<0,11,existing paid,used car,3869,no known savings,4<=X<7,1,male single,none,1,real estate,50,bank,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
<0,44,existing paid,radio/tv,2686,no known savings,4<=X<7,1,female div/dep/mar,none,4,car,50,none,own,2,skilled,1,yes,yes,bad
0<=X<200,1,existing paid,repairs,10017,100<=X<500,>=7,4,male single,none,4,real estate,76,none,own,1,skilled,1,yes,yes,good
no checking,10,no credits/all paid,furniture/equipment,1775,no known savings,1<=X<4,2,male single,none,2,no known property,61,none,own,2,unskilled resident,2,none,yes,bad
0<=X<200,-3,existing paid,radio/tv,11675,<100,>=7,3,male mar/wid,none,0,real estate,49,none,own,1,unemp/unskilled non res,1,none,yes,good
0<=X<200,2,existing paid,furniture/equipment,3521,<100,1<=X<4,2,male single,none,2,car,56,none,for free,2,unskilled resident,1,none,yes,good
<0,11,existing paid,new car,4202,<100,>=7,4,male single,none,2,life insurance,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,3,delayed previously,furniture/equipment,10703,<100,>=7,1,male mar/wid,none,3,car,48,none,rent,2,skilled,1,yes,yes,good
<0,6,critical/other existing credit,radio/tv,10992,<100,4<=X<7,4,male single,none,2,car,50,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,-1,critical/other existing credit,used car,1891,<100,>=7,2,female div/dep/mar,none,1,real estate,64,bank,own,2,skilled,1,none,yes,good
<0,-4,existing paid,radio/tv,11417,500<=X<1000,>=7,3,male single,none,1,real estate,31,none,own,1,skilled,1,none,yes,good
>=200,17,existing paid,radio/tv,10642,500<=X<1000,>=7,4,male single,none,1,no known property,58,bank,for free,2,skilled,1,yes,yes,good
<0,9,existing paid,business,9743,100<=X<500,1<=X<4,3,male single,none,2,real estate,29,none,own,1,skilled,1,yes,yes,good
<0,24,no credits/all paid,repairs,3237,<100,1<=X<4,2,male single,none,2,life insurance,76,none,own,2,skilled,1,none,yes,good
<0,-2,existing paid,furniture/equipment,5689,<100,unemployed,1,female div/dep/mar,co applicant,2,life insurance,22,bank,own,2,skilled,1,none,yes,good
<0,26,delayed previously,new car,2193,<100,>=7,2,male single,none,4,no known property,31,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,critical/other existing credit,used car,2964,no known savings,4<=X<7,4,female div/dep/mar,none,2,life insurance,49,none,rent,1,skilled,1,none,yes,good
no checking,-1,all paid,business,15573,no known savings,1<=X<4,4,female div/dep/mar,none,1,life insurance,21,none,own,2,skilled,1,yes,yes,good
0<=X<200,-3,existing paid,furniture/equipment,15234,<100,>=7,4,male div/sep,none,2,real estate,80,none,rent,2,skilled,1,yes,yes,good
<0,0,existing paid,used car,2243,<100,1<=X<4,4,male single,none,4,life insurance,53,none,for free,1,skilled,1,none,yes,good
0<=X<200,18,critical/other existing credit,new car,21470,no known savings,<1,3,male single,none,2,real estate,38,none,own,2,unskilled resident,1,yes,yes,good
no checking,16,existing paid,used car,5317,<100,unemployed,4,female div/dep/mar,none,3,life insurance,45,bank,own,2,unskilled resident,1,none,yes,bad
no checking,10,existing paid,furniture/equipment,10934,<100,4<=X<7,1,female div/dep/mar,none,1,car,43,none,own,1,skilled,1,yes,yes,good
0<=X<200,33,critical/other existing credit,new car,2452,<100,>=7,3,female div/dep/mar,none,4,life insurance,26,none,own,1,skilled,1,none,yes,good
<0,-1,existing paid,used car,1157,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,61,none,own,1,skilled,1,none,yes,good
<0,6,critical/other existing credit,radio/tv,13896,<100,<1,4,male div/sep,none,4,car,61,none,own,2,skilled,1,none,yes,good
<0,33,critical/other existing credit,used car,10213,100<=X<500,<1,4,female div/dep/mar,none,2,no known property,58,none,own,2,skilled,1,none,yes,good
0<=X<200,24,existing paid,furniture/equipment,73,100<=X<500,1<=X<4,2,male single,none,4,car,45,none,own,2,skilled,1,none,yes,good
no checking,22,critical/other existing credit,furniture/equipment,16567,no known savings,>=7,3,male single,none,2,real estate,25,bank,own,1,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,19,delayed previously,business,6661,>=1000,<1,1,male single,none,1,real estate,55,none,own,2,skilled,1,none,yes,good
0<=X<200,-1,existing paid,new car,6181,<100,1<=X<4,3,male div/sep,none,4,no known property,60,none,rent,1,skilled,1,yes,yes,good
0<=X<200,9,critical/other existing credit,radio/tv,17544,<100,unemployed,2,male single,none,4,life insurance,18,none,own,2,unskilled resident,1,yes,yes,good
<0,24,existing paid,new car,16398,100<=X<500,4<=X<7,4,male single,none,2,no known property,32,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,1,existing paid,furniture/equipment,12254,<100,>=7,2,male mar/wid,none,2,car,46,none,own,2,unskilled resident,1,none,yes,good
<0,3,existing paid,business,10958,500<=X<1000,<1,3,male single,none,3,life insurance,31,none,own,1,unemp/unskilled non res,1,none,yes,bad
no checking,2,delayed previously,domestic appliance,5480,<100,>=7,3,female div/dep/mar,none,4,life insurance,33,none,own,1,skilled,1,none,yes,good
0<=X<200,21,critical/other existing credit,radio/tv,2419,>=1000,4<=X<7,4,female div/dep/mar,none,3,car,58,none,own,1,skilled,1,none,yes,good
no checking,20,existing paid,furniture/equipment,18178,<100,1<=X<4,3,male single,none,4,car,50,none,own,1,skilled,1,none,yes,bad
0<=X<200,7,all paid,furniture/equipment,1310,<100,4<=X<7,4,female div/dep/mar,none,3,car,40,none,rent,2,skilled,1,none,yes,bad
0<=X<200,14,delayed previously,furniture/equipment,6835,<100,1<=X<4,4,male single,none,3,life insurance,20,none,own,2,skilled,1,yes,yes,good
no checking,0,existing paid,new car,6318,<100,<1,4,male single,none,2,car,46,none,own,2,skilled,1,yes,yes,good
no checking,23,all paid,new car,3189,<100,1<=X<4,3,female div/dep/mar,none,4,no known property,44,none,own,1,skilled,1,yes,yes,good
<0,1,existing paid,business,4200,<100,>=7,3,male mar/wid,none,2,life insurance,25,bank,own,2,skilled,1,none,yes,bad
0<=X<200,22,no credits/all paid,radio/tv,19286,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,30,none,rent,1,skilled,1,none,yes,good
no checking,8,critical/other existing credit,repairs,1632,100<=X<500,>=7,4,male mar/wid,none,3,real estate,51,bank,rent,2,unemp/unskilled non res,1,none,yes,good
<0,4,all paid,furniture/equipment,9313,<100,>=7,4,male single,none,2,real estate,36,none,own,1,skilled,1,yes,yes,good
<0,20,critical/other existing credit,new car,8171,<100,>=7,3,male single,none,3,car,57,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,8,existing paid,business,2791,<100,>=7,4,female div/dep/mar,none,2,car,60,none,own,1,unskilled resident,1,yes,yes,good
<0,8,existing paid,used car,18790,<100,>=7,4,male single,none,3,car,32,none,own,2,skilled,1,none,yes,good
<0,15,existing paid,radio/tv,6098,500<=X<1000,1<=X<4,4,female div/dep/mar,none,2,life insurance,71,none,own,2,skilled,1,yes,yes,good
no checking,10,no credits/all paid,new car,5645,<100,4<=X<7,4,female div/dep/mar,guarantor,4,real estate,23,none,own,2,skilled,1,yes,yes,bad
>=200,5,existing paid,other,2120,<100,4<=X<7,3,male single,none,4,car,35,none,rent,1,unskilled resident,2,none,yes,good
no checking,3,existing paid,business,3110,no known savings,>=7,0,male single,none,2,car,57,none,rent,2,unemp/unskilled non res,1,yes,yes,good
0<=X<200,12,critical/other existing credit,used car,1758,<100,1<=X<4,1,male single,none,4,no known property,84,bank,own,2,unskilled resident,1,none,yes,good
<0,8,existing paid,furniture/equipment,2943,<100,>=7,4,male single,none,4,real estate,46,none,own,2,skilled,1,yes,yes,good
<0,6,all paid,radio/tv,16051,<100,>=7,1,male single,none,3,car,42,stores,rent,1,skilled,1,yes,yes,good
no checking,27,existing paid,radio/tv,5873,<100,4<=X<7,1,male single,none,2,car,38,none,rent,1,unskilled resident,1,yes,yes,good
no checking,10,existing paid,furniture/equipment,1517,<100,1<=X<4,4,male mar/wid,none,2,car,69,none,for free,1,skilled,1,none,yes,good
0<=X<200,9,existing paid,radio/tv,6284,no known savings,1<=X<4,4,male single,none,4,real estate,48,none,own,1,skilled,2,yes,yes,bad
0<=X<200,2,existing paid,radio/tv,6048,<100,>=7,3,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,good
no checking,25,existing paid,new car,3574,no known savings,1<=X<4,3,male single,none,1,real estate,33,none,own,1,skilled,1,yes,yes,good
no checking,9,delayed previously,used car,3041,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,car,46,none,for free,2,skilled,1,none,yes,good
0<=X<200,8,existing paid,new car,3989,<100,1<=X<4,4,female div/dep/mar,none,3,car,45,none,own,1,skilled,1,none,yes,good
no checking,29,all paid,furniture/equipment,5927,>=1000,1<=X<4,4,female div/dep/mar,none,1,life insurance,70,none,rent,1,skilled,1,none,yes,good
>=200,-3,critical/other existing credit,radio/tv,3466,<100,1<=X<4,3,male single,none,2,car,31,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,30,existing paid,furniture/equipment,2493,<100,>=7,1,male single,none,2,car,37,none,own,1,skilled,1,yes,yes,good
0<=X<200,5,all paid,used car,2966,<100,>=7,4,male single,none,2,real estate,74,none,own,2,skilled,1,yes,yes,good
<0,-1,existing paid,radio/tv,2655,<100,>=7,2,male single,none,4,life insurance,42,bank,own,1,unskilled resident,1,none,yes,bad
0<=X<200,22,all paid,radio/tv,4144,<100,>=7,3,female div/dep/mar,none,3,no known property,51,none,own,2,skilled,1,yes,yes,good
0<=X<200,27,critical/other existing credit,used car,3265,<100,<1,3,male single,none,4,car,57,none,for free,1,unskilled resident,1,none,yes,bad
0<=X<200,19,existing paid,radio/tv,3043,100<=X<500,>=7,0,female div/dep/mar,none,4,life insurance,43,none,own,1,skilled,1,none,yes,good
0<=X<200,-1,existing paid,furniture/equipment,6724,<100,1<=X<4,3,male single,none,4,real estate,51,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,41,no credits/all paid,new car,13872,<100,1<=X<4,3,male mar/wid,none,3,no known property,62,none,rent,1,unemp/unskilled non res,1,yes,yes,good
<0,20,critical/other existing credit,new car,2404,<100,<1,2,male single,none,1,car,52,none,own,2,skilled,1,none,yes,good
0<=X<200,11,all paid,new car,16106,<100,>=7,4,male single,co applicant,4,life insurance,31,none,rent,2,unskilled resident,1,yes,yes,good
0<=X<200,2,existing paid,new car,3534,no known savings,<1,1,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,yes,good
>=200,12,existing paid,new car,10461,>=1000,>=7,4,male single,co applicant,4,car,59,none,for free,2,skilled,1,none,yes,good
<0,18,existing paid,education,6174,>=1000,1<=X<4,3,male single,none,1,life insurance,78,none,own,1,unskilled resident,1,none,yes,good
<0,7,existing paid,furniture/equipment,6067,<100,>=7,3,male single,none,4,car,27,stores,rent,1,skilled,1,none,yes,good
0<=X<200,-2,no credits/all paid,business,3334,<100,4<=X<7,1,female div/dep/mar,co applicant,1,no known property,35,none,own,2,skilled,1,none,yes,good
no checking,33,existing paid,new car,468,<100,>=7,3,male single,none,4,car,34,none,own,2,skilled,1,none,yes,good
no checking,23,existing paid,furniture/equipment,2554,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,29,none,own,2,unskilled resident,2,yes,yes,good
<0,-1,existing paid,new car,6582,>=1000,4<=X<7,2,female div/dep/mar,none,2,real estate,63,none,rent,1,skilled,1,none,yes,good
0<=X<200,5,existing paid,radio/tv,8687,<100,1<=X<4,4,female div/dep/mar,none,3,no known property,29,none,for free,2,skilled,1,yes,yes,good
0<=X<200,9,existing paid,radio/tv,4476,<100,<1,3,female div/dep/mar,none,2,real estate,53,none,own,1,skilled,1,yes,yes,good
>=200,21,existing paid,business,1255,<100,>=7,4,male single,none,2,life insurance,46,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,45,existing paid,new car,9096,no known savings,>=7,4,female div/dep/mar,none,2,real estate,33,none,rent,2,skilled,1,none,yes,good
<0,0,existing paid,furniture/equipment,7467,<100,4<=X<7,4,male mar/wid,none,4,car,53,bank,own,2,skilled,1,yes,yes,good
no checking,6,existing paid,radio/tv,4934,no known savings,unemployed,2,male single,none,0,real estate,49,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,23,critical/other existing credit,furniture/equipment,4279,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,20,none,own,1,skilled,1,yes,yes,good
0<=X<200,29,all paid,used car,4562,>=1000,<1,4,female div/dep/mar,none,2,car,39,none,for free,4,high qualif/self emp/mgmt,1,yes,no,good
<0,43,delayed previously,furniture/equipment,5043,500<=X<1000,1<=X<4,1,male mar/wid,none,4,no known property,42,none,own,2,skilled,1,none,yes,good
>=200,0,delayed previously,education,13775,<100,>=7,1,male mar/wid,none,2,real estate,31,bank,rent,1,skilled,1,yes,yes,bad
