checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,30.0,delayed previously,new car,8899.469712704638,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,life insurance,27.735892174315964,none,rent,1.0,skilled,1.0,none,yes,bad
no checking,8.0,critical/other existing credit,new car,1204.0771411526766,<100,4<=X<7,4.0,male single,none,3.0,real estate,46.011530728449195,none,own,2.0,unskilled resident,2.0,none,yes,good
no checking,60.0,critical/other existing credit,radio/tv,5861.709544254018,no known savings,1<=X<4,2.0,male single,none,1.0,no known property,49.80034061165761,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,20.0,existing paid,furniture/equipment,2191.1807608591844,<100,<1,4.0,male single,co applicant,1.0,life insurance,22.56745337519698,none,own,1.0,unskilled resident,1.0,none,no,good
<0,24.0,existing paid,education,1415.751483542318,<100,unemployed,4.0,female div/dep/mar,none,1.0,car,74.16507693084498,none,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
0<=X<200,36.0,delayed previously,used car,11146.069886204006,100<=X<500,>=7,2.0,male single,none,4.0,car,43.78456914908218,none,own,3.0,skilled,2.0,yes,yes,good
0<=X<200,12.0,existing paid,radio/tv,901.8789665270704,<100,>=7,4.0,male single,none,4.0,real estate,43.636984756467264,none,own,1.0,skilled,1.0,none,yes,good
no checking,18.0,existing paid,radio/tv,1868.28441427641,<100,>=7,4.0,male single,none,2.0,car,24.87076215072137,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,existing paid,used car,3479.459049354849,no known savings,>=7,4.0,male single,none,4.0,real estate,37.80701645024321,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
<0,15.0,existing paid,new car,1367.8941340287497,<100,1<=X<4,4.0,male mar/wid,none,2.0,real estate,20.17000007356575,none,rent,1.0,unskilled resident,1.0,none,yes,bad
<0,45.0,existing paid,used car,18271.492773219066,no known savings,4<=X<7,2.0,male single,none,4.0,life insurance,34.36375131544301,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,18.0,existing paid,used car,2985.986782367332,<100,1<=X<4,4.0,male single,none,2.0,car,37.92394653253919,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,18.0,delayed previously,business,3575.9158046945686,500<=X<1000,1<=X<4,4.0,male single,none,3.0,car,35.06971868360926,none,own,2.0,skilled,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,radio/tv,1558.9492778248846,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,car,31.164497334686274,none,own,2.0,skilled,1.0,none,yes,good
<0,24.0,all paid,radio/tv,2510.8276505266986,<100,4<=X<7,4.0,female div/dep/mar,none,1.0,car,27.0,bank,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,16.0,critical/other existing credit,new car,1435.089762639619,<100,unemployed,4.0,male mar/wid,none,1.0,car,30.736622094816024,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,bad
0<=X<200,24.0,existing paid,new car,3733.9635790640723,<100,1<=X<4,2.0,male single,none,2.0,life insurance,38.47796234389264,none,own,1.0,skilled,1.0,none,yes,bad
no checking,24.0,critical/other existing credit,radio/tv,1819.8000286242816,<100,>=7,4.0,male single,none,2.0,car,34.07539771395572,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,36.0,existing paid,new car,9327.620742579791,<100,unemployed,4.0,male single,none,4.0,no known property,49.61731843148107,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,existing paid,used car,2188.617536716275,<100,1<=X<4,4.0,male mar/wid,none,2.0,car,22.514032560032497,none,own,1.0,skilled,1.0,none,yes,bad
no checking,4.0,existing paid,radio/tv,765.2163215717495,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,life insurance,29.36942128621812,none,own,1.0,skilled,1.0,none,yes,good
no checking,24.0,critical/other existing credit,used car,6669.939741104747,no known savings,>=7,4.0,male single,none,4.0,car,40.083868087693986,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,7.0,existing paid,radio/tv,849.3670708547291,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,37.732878852450895,none,own,1.0,skilled,1.0,none,yes,good
no checking,24.0,delayed previously,business,7362.234576935984,<100,<1,1.0,male single,none,3.0,car,27.0,none,own,2.0,skilled,1.0,yes,yes,bad
no checking,54.0,critical/other existing credit,business,13052.538107411307,100<=X<500,>=7,4.0,male single,none,3.0,life insurance,46.27585185610931,bank,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,18.0,existing paid,radio/tv,1934.5163245780275,500<=X<1000,1<=X<4,4.0,male single,none,4.0,life insurance,37.81091340692596,bank,own,1.0,unskilled resident,2.0,none,yes,good
0<=X<200,24.0,existing paid,furniture/equipment,3567.336858138949,<100,<1,3.0,female div/dep/mar,none,1.0,life insurance,27.0,none,own,1.0,skilled,1.0,none,yes,good
no checking,24.0,critical/other existing credit,used car,7387.583324520202,<100,<1,4.0,female div/dep/mar,none,3.0,car,28.16920859933923,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,18.0,existing paid,radio/tv,1965.2406242425957,100<=X<500,unemployed,1.0,female div/dep/mar,none,4.0,no known property,19.5654989529215,none,rent,1.0,unemp/unskilled non res,1.0,none,yes,bad
<0,12.0,critical/other existing credit,new car,1624.3728012475815,<100,unemployed,4.0,male single,none,4.0,car,71.47409286970131,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,10.0,critical/other existing credit,furniture/equipment,2332.2966770018766,<100,<1,1.0,female div/dep/mar,none,4.0,life insurance,25.08991407871141,none,rent,2.0,skilled,1.0,none,yes,good
no checking,36.0,critical/other existing credit,business,3761.8638186840008,no known savings,>=7,4.0,male single,none,4.0,real estate,72.7719917181946,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,new car,1509.1591907651787,no known savings,1<=X<4,4.0,male single,none,4.0,car,35.633033234722035,none,own,1.0,skilled,1.0,none,yes,bad
<0,12.0,existing paid,furniture/equipment,1539.215315231326,<100,1<=X<4,3.0,male div/sep,none,2.0,life insurance,34.02004996231129,none,own,1.0,unskilled resident,1.0,none,yes,bad
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
no checking,33.0,existing paid,radio/tv,6589.549069129428,no known savings,1<=X<4,4.0,male single,none,1.0,car,26.60949546236862,none,own,1.0,skilled,1.0,yes,yes,good
no checking,60.0,delayed previously,radio/tv,18408.956901498714,<100,4<=X<7,1.0,male single,none,1.0,real estate,75.0,bank,own,4.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
0<=X<200,15.0,critical/other existing credit,radio/tv,1564.4943507362213,<100,4<=X<7,4.0,male single,none,2.0,car,26.218425838070583,none,own,2.0,skilled,1.0,yes,yes,bad
no checking,60.0,delayed previously,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,4.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
no checking,24.0,existing paid,new car,3999.5333069118165,no known savings,>=7,4.0,male single,none,1.0,no known property,49.41841205012065,none,own,1.0,skilled,1.0,yes,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,30.0,all paid,business,2938.6649257592017,<100,<1,4.0,female div/dep/mar,none,4.0,no known property,47.603449390702785,none,for free,2.0,skilled,1.0,yes,yes,bad
no checking,60.0,delayed previously,radio/tv,18252.777110364263,<100,4<=X<7,1.0,male single,none,1.0,real estate,74.99994367621977,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
<0,24.0,all paid,furniture/equipment,2145.452656405699,500<=X<1000,1<=X<4,4.0,male single,none,4.0,car,25.449470775492802,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,22.0,existing paid,new car,2354.779042814202,<100,<1,3.0,female div/dep/mar,none,1.0,car,27.59871480370788,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,60.0,all paid,radio/tv,6897.873601067319,<100,1<=X<4,1.0,female div/dep/mar,none,1.0,real estate,74.99933727164505,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,delayed previously,radio/tv,2586.923869298349,no known savings,1<=X<4,2.0,female div/dep/mar,none,3.0,no known property,28.3088642263481,none,rent,1.0,skilled,1.0,none,yes,bad
<0,12.0,existing paid,radio/tv,1301.511268667908,<100,<1,4.0,male single,none,4.0,real estate,33.895958215342105,none,own,1.0,unskilled resident,1.0,none,no,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
no checking,24.0,existing paid,used car,5335.502282033711,no known savings,1<=X<4,2.0,male mar/wid,none,3.0,car,30.090735628406318,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,new car,3044.5447783457735,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,real estate,43.905940834793824,none,own,2.0,unskilled resident,1.0,none,yes,good
no checking,4.0,critical/other existing credit,radio/tv,18424.0,<100,4<=X<7,1.0,female div/dep/mar,none,1.0,real estate,19.0,none,own,1.0,skilled,2.0,none,yes,good
<0,24.0,delayed previously,new car,4719.9473239583585,<100,4<=X<7,4.0,male single,none,2.0,car,28.535541147909413,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,8.0,critical/other existing credit,new car,982.3237843284751,<100,unemployed,4.0,male single,none,3.0,car,70.11943196322073,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,21.0,existing paid,new car,2562.9351118033715,<100,<1,2.0,male single,none,3.0,real estate,34.91682856139281,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,18.0,delayed previously,radio/tv,4004.294908212304,<100,<1,2.0,male single,none,2.0,life insurance,33.10103681924478,stores,own,2.0,unskilled resident,1.0,yes,yes,good
<0,22.0,existing paid,new car,1259.9732357293924,<100,<1,4.0,female div/dep/mar,none,4.0,no known property,31.775918344543882,none,for free,1.0,skilled,1.0,none,yes,bad
no checking,33.0,critical/other existing credit,furniture/equipment,5947.260639201227,<100,4<=X<7,3.0,male single,none,3.0,life insurance,30.715068238937615,bank,own,2.0,unskilled resident,1.0,yes,yes,bad
<0,11.0,critical/other existing credit,radio/tv,1213.0937167459083,>=1000,1<=X<4,3.0,female div/dep/mar,none,4.0,real estate,46.621822655618644,none,own,2.0,unskilled resident,1.0,none,yes,good
<0,12.0,existing paid,furniture/equipment,2666.681208452527,<100,1<=X<4,2.0,male single,none,4.0,life insurance,46.09577148508679,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
no checking,18.0,critical/other existing credit,radio/tv,1522.071987446312,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,25.597010806342688,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,24.0,existing paid,education,1781.3669609515634,<100,4<=X<7,4.0,male single,none,4.0,no known property,31.328989714508214,none,for free,1.0,unskilled resident,2.0,none,yes,good
no checking,16.0,existing paid,education,1230.4150226598251,no known savings,1<=X<4,4.0,female div/dep/mar,none,2.0,car,32.60528200920444,none,own,1.0,skilled,1.0,none,yes,good
>=200,4.0,existing paid,education,530.6819501770464,<100,>=7,3.0,female div/dep/mar,none,4.0,real estate,74.99387090711846,none,own,1.0,skilled,1.0,none,yes,good
no checking,21.0,existing paid,radio/tv,1230.9816803929414,no known savings,1<=X<4,4.0,male single,none,2.0,car,31.570477419277157,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,24.0,existing paid,repairs,2260.9503463193532,<100,4<=X<7,4.0,male single,none,2.0,car,19.63040543931426,none,own,1.0,skilled,1.0,none,yes,bad
no checking,6.0,critical/other existing credit,education,821.1633003610962,<100,>=7,4.0,male single,none,2.0,car,48.30873799451959,none,rent,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,8.0,existing paid,radio/tv,1340.606344533042,<100,<1,1.0,male mar/wid,none,1.0,real estate,21.065672997819085,none,own,1.0,skilled,1.0,none,no,good
0<=X<200,18.0,existing paid,radio/tv,1472.7881996905783,100<=X<500,>=7,4.0,male single,none,1.0,real estate,31.51949254654898,none,own,1.0,skilled,1.0,none,yes,good
no checking,60.0,existing paid,radio/tv,18351.242911971825,<100,>=7,1.0,male single,none,1.0,real estate,74.99500574731381,bank,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
<0,24.0,existing paid,furniture/equipment,1505.5621699102758,<100,<1,4.0,female div/dep/mar,none,4.0,life insurance,20.17421976572044,none,rent,1.0,skilled,1.0,none,yes,bad
no checking,5.0,critical/other existing credit,education,1440.884287556214,100<=X<500,>=7,4.0,male single,none,3.0,life insurance,39.98272448563975,none,own,1.0,unskilled resident,2.0,none,yes,bad
<0,4.0,critical/other existing credit,radio/tv,250.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,car,75.0,none,own,4.0,unemp/unskilled non res,1.0,yes,yes,good
no checking,18.0,existing paid,new car,2825.1575734932817,<100,<1,1.0,female div/dep/mar,none,1.0,real estate,30.91159684446183,none,own,1.0,skilled,1.0,none,yes,good
no checking,15.0,critical/other existing credit,furniture/equipment,1320.2486637408324,<100,<1,2.0,female div/dep/mar,none,4.0,life insurance,20.924042647754135,bank,rent,2.0,unskilled resident,1.0,none,yes,bad
0<=X<200,9.0,existing paid,radio/tv,1312.0048665140603,<100,1<=X<4,4.0,male single,guarantor,1.0,real estate,27.0,none,own,1.0,skilled,1.0,none,yes,good
no checking,18.0,critical/other existing credit,furniture/equipment,2315.037238326608,<100,1<=X<4,4.0,male single,none,4.0,life insurance,39.695301839415265,none,own,2.0,skilled,1.0,none,yes,good
<0,15.0,existing paid,furniture/equipment,1349.7344960051937,<100,4<=X<7,4.0,male single,none,1.0,life insurance,25.647386837577034,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,24.0,existing paid,radio/tv,3083.8390320774984,no known savings,<1,4.0,male mar/wid,none,1.0,life insurance,27.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,existing paid,used car,5754.3811634131,no known savings,1<=X<4,1.0,male single,none,1.0,car,26.88128680435012,none,own,1.0,skilled,1.0,yes,yes,good
>=200,11.0,existing paid,radio/tv,1909.1040267897797,<100,1<=X<4,2.0,male single,none,1.0,real estate,26.353169489677352,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,all paid,new car,7256.451654538061,no known savings,unemployed,3.0,male single,none,4.0,life insurance,42.43021503640545,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,bad
<0,4.0,critical/other existing credit,used car,250.0,<100,4<=X<7,4.0,female div/dep/mar,none,4.0,car,75.0,none,own,4.0,unemp/unskilled non res,1.0,yes,yes,good
0<=X<200,5.0,existing paid,radio/tv,783.6397524686437,500<=X<1000,>=7,4.0,male single,none,2.0,car,32.32145584086611,none,own,1.0,skilled,2.0,none,yes,good
no checking,24.0,existing paid,furniture/equipment,1459.427047898951,no known savings,1<=X<4,4.0,male single,none,2.0,real estate,31.95757720970412,none,own,1.0,skilled,1.0,yes,yes,bad
<0,16.0,existing paid,furniture/equipment,2816.438046053131,<100,>=7,1.0,male single,co applicant,4.0,life insurance,23.575191325605267,none,own,1.0,skilled,1.0,none,yes,good
no checking,8.0,existing paid,furniture/equipment,1219.137062601256,<100,1<=X<4,4.0,male single,none,3.0,life insurance,35.78692101603904,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,12.0,existing paid,new car,1242.3271709865373,no known savings,<1,4.0,female div/dep/mar,none,4.0,car,27.387690466340207,none,own,1.0,skilled,1.0,none,yes,bad
no checking,18.0,critical/other existing credit,furniture/equipment,3696.678982972675,<100,unemployed,4.0,female div/dep/mar,none,4.0,car,46.753076597938154,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,15.0,existing paid,business,6410.999527927405,100<=X<500,>=7,1.0,male single,none,4.0,real estate,33.52608951795356,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,21.0,existing paid,radio/tv,1287.4026550226215,<100,1<=X<4,4.0,male mar/wid,guarantor,2.0,real estate,33.20481817554513,none,own,1.0,unskilled resident,1.0,none,yes,good
no checking,8.0,existing paid,used car,2223.0476361639826,<100,1<=X<4,3.0,male single,none,2.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,good
<0,39.0,delayed previously,furniture/equipment,3959.820477237326,500<=X<1000,1<=X<4,4.0,male single,none,3.0,real estate,24.464759857369287,stores,own,2.0,skilled,1.0,yes,yes,bad
<0,24.0,existing paid,new car,2422.7525318528633,<100,4<=X<7,4.0,male single,none,1.0,car,23.326185338943226,none,own,1.0,skilled,1.0,none,yes,bad
no checking,18.0,critical/other existing credit,furniture/equipment,2137.1367153596416,<100,4<=X<7,4.0,male single,none,2.0,car,27.426375147845935,none,own,2.0,skilled,1.0,none,yes,good
no checking,24.0,existing paid,new car,1468.3067807496502,no known savings,<1,4.0,male single,none,1.0,no known property,24.866044176060242,none,own,1.0,skilled,1.0,none,yes,good
no checking,24.0,critical/other existing credit,used car,6014.920432932306,<100,>=7,4.0,male single,none,4.0,car,36.804860545200206,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,existing paid,radio/tv,1141.2454424036803,100<=X<500,>=7,3.0,male mar/wid,none,2.0,real estate,39.670265601265164,none,own,1.0,skilled,1.0,none,yes,good
no checking,15.0,existing paid,furniture/equipment,3492.4471869296895,500<=X<1000,>=7,3.0,male single,none,4.0,life insurance,35.02185823472004,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,60.0,delayed previously,other,14205.705760112716,100<=X<500,1<=X<4,3.0,male single,none,4.0,no known property,36.572510749544406,none,for free,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,33.0,critical/other existing credit,new car,3337.7368108859173,100<=X<500,4<=X<7,3.0,male div/sep,none,3.0,car,30.69340835465616,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,24.0,delayed previously,radio/tv,3165.1734151666665,<100,4<=X<7,4.0,male single,none,1.0,real estate,27.0,none,own,1.0,skilled,1.0,none,yes,bad
<0,12.0,existing paid,new car,1579.8155742213628,<100,<1,4.0,male div/sep,none,1.0,life insurance,30.579146087329974,none,own,1.0,skilled,1.0,none,yes,bad
no checking,24.0,delayed previously,business,2219.1734036955277,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,27.874881477091503,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,22.0,critical/other existing credit,radio/tv,1529.9211895111537,<100,<1,4.0,male mar/wid,none,2.0,real estate,27.20766765884209,none,own,1.0,skilled,1.0,yes,yes,good
no checking,24.0,critical/other existing credit,radio/tv,2967.69527700737,no known savings,>=7,3.0,male single,none,4.0,life insurance,58.99401960387635,none,own,2.0,unskilled resident,1.0,yes,yes,good
<0,11.0,existing paid,radio/tv,1447.8459829461005,<100,1<=X<4,2.0,male single,none,3.0,real estate,36.443750900030054,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,22.0,delayed previously,used car,4017.601498123015,<100,>=7,1.0,male single,none,2.0,car,31.161550441689126,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,13.0,critical/other existing credit,new car,1397.99136523456,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,car,24.74905933077592,none,own,2.0,skilled,1.0,none,yes,bad
no checking,18.0,delayed previously,business,4686.6702364076045,no known savings,1<=X<4,2.0,male single,none,3.0,life insurance,35.90946529346605,none,own,2.0,skilled,1.0,yes,yes,good
no checking,13.0,critical/other existing credit,new car,2057.166222289657,>=1000,1<=X<4,4.0,female div/dep/mar,none,2.0,real estate,39.19621802970682,none,own,2.0,skilled,1.0,none,yes,good
no checking,9.0,critical/other existing credit,furniture/equipment,2293.4215636601625,<100,1<=X<4,3.0,male div/sep,none,1.0,real estate,31.516620979289065,none,own,2.0,skilled,1.0,none,yes,bad
0<=X<200,24.0,critical/other existing credit,business,4831.094761008971,<100,4<=X<7,4.0,female div/dep/mar,none,1.0,real estate,34.434249288094236,bank,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,no credits/all paid,furniture/equipment,6678.375993850626,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,car,24.945947674368014,none,own,1.0,skilled,1.0,none,yes,good
<0,24.0,critical/other existing credit,furniture/equipment,4783.067516483396,<100,unemployed,4.0,male single,co applicant,3.0,car,35.71389734373888,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
no checking,18.0,critical/other existing credit,radio/tv,1658.4512997729382,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,24.0,existing paid,new car,3945.3237446889693,<100,1<=X<4,4.0,female div/dep/mar,guarantor,2.0,no known property,41.356911384310656,bank,own,1.0,skilled,1.0,none,yes,bad
<0,30.0,existing paid,furniture/equipment,2466.8684827914026,<100,1<=X<4,3.0,male single,none,2.0,car,22.794090902866913,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,33.0,no credits/all paid,new car,6527.994935622435,500<=X<1000,<1,1.0,female div/dep/mar,none,1.0,car,34.37520152916473,none,own,1.0,skilled,1.0,none,yes,bad
no checking,15.0,existing paid,new car,1288.55046114668,500<=X<1000,>=7,4.0,male single,none,4.0,life insurance,47.09110450254862,none,own,1.0,skilled,1.0,none,yes,good
no checking,4.0,existing paid,education,611.6688883422984,<100,unemployed,1.0,male single,none,3.0,real estate,75.0,none,own,1.0,unskilled resident,1.0,none,yes,good
<0,12.0,critical/other existing credit,new car,1283.7565223744698,<100,>=7,4.0,male single,none,4.0,real estate,41.143390660482844,none,own,2.0,unskilled resident,2.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,1331.5424269509213,<100,>=7,2.0,female div/dep/mar,none,4.0,real estate,25.473372698688543,none,rent,2.0,unskilled resident,1.0,none,yes,good
no checking,54.0,existing paid,new car,2988.538165865233,no known savings,>=7,4.0,male single,none,1.0,real estate,49.58903848213657,bank,own,1.0,skilled,1.0,yes,yes,good
no checking,24.0,critical/other existing credit,furniture/equipment,4286.434780375729,<100,>=7,3.0,male single,none,4.0,real estate,37.59652943222733,none,own,2.0,skilled,1.0,none,yes,bad
<0,12.0,existing paid,furniture/equipment,1343.9444111443295,>=1000,1<=X<4,4.0,male single,none,3.0,car,38.64117381973196,none,own,1.0,skilled,1.0,none,yes,good
<0,36.0,existing paid,furniture/equipment,4109.152092200132,<100,1<=X<4,3.0,male single,none,4.0,car,23.830326031666633,none,own,1.0,skilled,1.0,none,yes,bad
no checking,12.0,existing paid,radio/tv,2171.8505473029336,<100,4<=X<7,4.0,male single,none,2.0,real estate,48.887731958931006,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,existing paid,radio/tv,1883.5897486718561,<100,4<=X<7,4.0,male single,none,2.0,car,30.98980168676538,stores,own,1.0,skilled,2.0,none,yes,bad
no checking,24.0,existing paid,new car,2731.6049818147044,<100,4<=X<7,4.0,male single,none,3.0,life insurance,37.45256685452322,none,own,1.0,skilled,1.0,yes,yes,good
no checking,30.0,critical/other existing credit,radio/tv,2120.956899166049,no known savings,>=7,4.0,male single,none,4.0,life insurance,39.61953455567017,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,42.0,existing paid,business,3091.0681580435885,<100,>=7,3.0,male single,none,4.0,life insurance,35.334689623058125,none,own,1.0,skilled,2.0,yes,yes,bad
0<=X<200,18.0,no credits/all paid,business,2531.5777876660723,<100,1<=X<4,1.0,male single,none,3.0,car,33.807434653427435,bank,own,1.0,skilled,1.0,yes,yes,good
no checking,12.0,existing paid,used car,1787.3417811438615,no known savings,1<=X<4,4.0,male single,none,4.0,car,37.43879466646512,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,existing paid,radio/tv,2103.7535916736624,<100,<1,4.0,female div/dep/mar,none,1.0,real estate,19.916196604242046,none,own,1.0,skilled,1.0,none,yes,good
no checking,12.0,critical/other existing credit,radio/tv,1301.573257373658,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,car,30.385511556422024,none,own,2.0,skilled,1.0,none,yes,good
no checking,60.0,existing paid,radio/tv,250.0,<100,>=7,1.0,male single,none,1.0,real estate,19.0,bank,own,4.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,7.0,existing paid,furniture/equipment,1157.4332935461161,>=1000,1<=X<4,3.0,male div/sep,none,1.0,real estate,49.64767012414205,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,48.0,existing paid,furniture/equipment,15021.276993815263,100<=X<500,<1,4.0,male single,co applicant,1.0,no known property,36.410329433453306,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,existing paid,radio/tv,2963.791818714973,<100,>=7,4.0,female div/dep/mar,none,2.0,car,28.250391781041916,bank,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,13.0,existing paid,radio/tv,1344.5161090839667,<100,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,29.413874242660512,none,own,1.0,unskilled resident,1.0,none,yes,bad
0<=X<200,24.0,critical/other existing credit,radio/tv,1796.55096720873,<100,<1,4.0,female div/dep/mar,none,2.0,car,31.77713609432612,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,5.0,existing paid,radio/tv,802.3078432044086,<100,>=7,4.0,male single,none,4.0,real estate,49.66291530434251,none,own,1.0,skilled,2.0,none,yes,good
0<=X<200,18.0,existing paid,radio/tv,1234.9241867852427,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,1.0,car,29.266126941137504,none,own,1.0,skilled,1.0,yes,yes,good
no checking,9.0,critical/other existing credit,radio/tv,2358.7776084799266,<100,>=7,1.0,male single,none,4.0,real estate,45.88158102675956,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,42.0,existing paid,radio/tv,4432.354843915797,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,car,22.08222697058227,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,18.0,existing paid,new car,1905.904861183691,>=1000,>=7,3.0,male div/sep,none,4.0,real estate,36.47825032454702,none,own,1.0,skilled,1.0,none,yes,good
no checking,12.0,existing paid,radio/tv,2646.5882857804463,<100,<1,1.0,female div/dep/mar,none,1.0,car,31.011787418720825,none,own,1.0,skilled,1.0,none,yes,good
<0,24.0,existing paid,furniture/equipment,4730.935653537149,<100,1<=X<4,4.0,male single,none,3.0,no known property,28.63735873262322,none,for free,1.0,skilled,1.0,none,yes,good
no checking,18.0,critical/other existing credit,new car,1520.6378531785037,<100,1<=X<4,4.0,male mar/wid,none,2.0,real estate,31.605761076818748,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,8.0,existing paid,radio/tv,1340.4749983117765,<100,1<=X<4,4.0,male single,none,1.0,car,21.209690819124397,none,own,1.0,skilled,1.0,none,yes,good
