checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,16,existing paid,business,1799,100<=X<500,1<=X<4,2,male single,none,3,real estate,35,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,5,existing paid,furniture/equipment,951,<100,unemployed,1,male div/sep,none,3,life insurance,34,none,rent,1,unskilled resident,1,none,yes,bad
<0,13,existing paid,new car,1288,no known savings,<1,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,bad
no checking,15,critical/other existing credit,furniture/equipment,1187,<100,<1,4,male single,none,3,life insurance,35,none,own,1,skilled,1,none,yes,good
no checking,23,no credits/all paid,retraining,2933,no known savings,<1,3,female div/dep/mar,none,3,real estate,44,none,own,1,skilled,1,yes,yes,good
no checking,26,existing paid,radio/tv,6767,500<=X<1000,unemployed,1,male single,none,2,car,48,stores,for free,2,unskilled resident,1,none,yes,bad
no checking,28,existing paid,radio/tv,2457,<100,>=7,4,male single,none,4,real estate,32,none,own,1,unskilled resident,1,yes,yes,good
no checking,7,all paid,radio/tv,1544,100<=X<500,4<=X<7,4,female div/dep/mar,none,2,life insurance,33,none,rent,2,skilled,1,yes,yes,good
no checking,44,existing paid,radio/tv,4399,no known savings,1<=X<4,2,male single,none,1,life insurance,41,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,7,critical/other existing credit,used car,3334,<100,4<=X<7,2,female div/dep/mar,none,3,real estate,40,none,own,1,skilled,2,none,yes,good
no checking,13,existing paid,radio/tv,1656,<100,1<=X<4,1,male mar/wid,none,4,car,42,none,own,2,skilled,1,yes,yes,good
<0,6,existing paid,radio/tv,890,<100,1<=X<4,2,male div/sep,none,2,car,25,none,own,1,skilled,1,none,yes,bad
no checking,12,critical/other existing credit,furniture/equipment,1294,<100,<1,2,male single,none,4,real estate,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,14,existing paid,radio/tv,2400,<100,>=7,3,male single,none,4,life insurance,55,none,rent,1,skilled,1,none,yes,good
no checking,49,existing paid,used car,1629,<100,>=7,1,female div/dep/mar,none,4,no known property,49,none,rent,1,skilled,1,none,yes,bad
>=200,38,existing paid,business,2817,100<=X<500,<1,4,male single,co applicant,3,no known property,34,none,own,2,skilled,1,none,yes,bad
no checking,35,existing paid,business,4257,<100,>=7,4,female div/dep/mar,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,good
no checking,7,existing paid,used car,3771,<100,4<=X<7,2,female div/dep/mar,none,4,car,34,none,for free,2,skilled,1,yes,yes,good
no checking,47,existing paid,used car,10042,100<=X<500,>=7,2,male single,none,4,car,41,none,own,1,skilled,1,yes,yes,good
<0,12,critical/other existing credit,furniture/equipment,1065,<100,1<=X<4,4,male mar/wid,none,2,life insurance,25,none,for free,1,skilled,1,none,yes,bad
<0,16,critical/other existing credit,radio/tv,5268,<100,1<=X<4,1,male single,none,4,real estate,53,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,20,existing paid,furniture/equipment,4234,<100,4<=X<7,4,male single,co applicant,1,no known property,33,none,own,1,skilled,2,none,yes,good
0<=X<200,10,no credits/all paid,radio/tv,1082,no known savings,>=7,4,male single,none,4,no known property,30,none,own,1,skilled,1,yes,yes,bad
<0,21,critical/other existing credit,radio/tv,2810,<100,1<=X<4,4,male single,none,1,real estate,43,none,own,1,skilled,1,none,yes,bad
0<=X<200,29,delayed previously,furniture/equipment,1965,100<=X<500,4<=X<7,4,male single,none,3,real estate,42,none,for free,2,unemp/unskilled non res,1,none,yes,good
>=200,37,all paid,repairs,1929,no known savings,>=7,1,male single,none,2,life insurance,71,none,own,1,unskilled resident,1,yes,yes,good
no checking,40,critical/other existing credit,radio/tv,7758,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,42,none,own,2,skilled,1,yes,yes,bad
0<=X<200,27,existing paid,furniture/equipment,2101,<100,4<=X<7,1,male single,guarantor,3,real estate,24,none,own,2,skilled,1,none,yes,bad
no checking,31,existing paid,radio/tv,5145,<100,1<=X<4,4,male single,none,2,life insurance,30,none,own,2,skilled,1,yes,yes,good
>=200,25,delayed previously,furniture/equipment,1136,<100,4<=X<7,1,female div/dep/mar,none,3,life insurance,27,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,8,existing paid,new car,2391,<100,unemployed,4,male single,none,2,car,53,none,own,1,skilled,1,none,yes,good
<0,16,critical/other existing credit,new car,4699,<100,>=7,3,male single,none,4,no known property,68,none,for free,2,skilled,1,yes,yes,good
no checking,35,existing paid,radio/tv,5113,<100,4<=X<7,4,male single,none,4,no known property,45,none,for free,1,unskilled resident,1,none,yes,good
<0,16,existing paid,furniture/equipment,3681,<100,4<=X<7,3,male single,none,2,car,28,none,own,2,unskilled resident,1,none,yes,good
no checking,37,existing paid,furniture/equipment,8788,>=1000,>=7,2,male single,none,1,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,40,critical/other existing credit,repairs,1987,no known savings,<1,4,female div/dep/mar,none,2,car,22,none,own,2,skilled,1,none,yes,good
no checking,27,all paid,used car,6680,100<=X<500,4<=X<7,3,male mar/wid,none,2,life insurance,26,none,own,1,skilled,1,yes,yes,good
no checking,41,existing paid,used car,1845,no known savings,4<=X<7,4,female div/dep/mar,none,4,life insurance,21,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,15,delayed previously,radio/tv,2534,<100,>=7,2,male mar/wid,none,4,no known property,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,10,critical/other existing credit,used car,457,100<=X<500,1<=X<4,2,male mar/wid,none,3,real estate,41,none,own,1,unskilled resident,1,none,no,good
<0,20,existing paid,used car,1847,no known savings,1<=X<4,4,male single,none,2,life insurance,44,none,rent,1,skilled,1,none,yes,good
no checking,19,existing paid,radio/tv,2165,500<=X<1000,>=7,4,male single,none,4,car,43,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,20,critical/other existing credit,radio/tv,4529,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,no known property,50,none,rent,2,skilled,1,yes,no,good
<0,15,critical/other existing credit,new car,3324,<100,<1,4,female div/dep/mar,none,4,no known property,28,none,for free,2,skilled,1,yes,yes,good
<0,27,existing paid,business,5488,no known savings,4<=X<7,4,male single,none,2,car,35,bank,for free,1,unskilled resident,1,yes,yes,bad
0<=X<200,8,delayed previously,radio/tv,362,>=1000,>=7,2,male single,none,4,life insurance,68,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,37,existing paid,radio/tv,10605,<100,4<=X<7,1,female div/dep/mar,none,3,car,62,none,own,2,skilled,1,yes,yes,good
no checking,6,all paid,new car,527,no known savings,<1,3,male single,co applicant,2,real estate,34,none,own,1,skilled,1,none,yes,good
0<=X<200,29,delayed previously,radio/tv,2128,<100,>=7,3,male single,none,4,no known property,63,bank,own,2,skilled,2,none,yes,good
<0,12,existing paid,new car,1399,<100,1<=X<4,4,male single,guarantor,4,life insurance,24,none,own,1,skilled,1,none,yes,good
no checking,41,all paid,radio/tv,3597,no known savings,>=7,4,male single,co applicant,4,real estate,49,none,own,2,skilled,2,none,yes,good
<0,35,critical/other existing credit,radio/tv,1845,500<=X<1000,<1,2,female div/dep/mar,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
no checking,16,existing paid,radio/tv,2994,500<=X<1000,4<=X<7,3,female div/dep/mar,none,1,car,33,none,rent,2,skilled,1,yes,yes,bad
no checking,21,critical/other existing credit,new car,5427,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,30,none,rent,1,skilled,1,yes,yes,bad
no checking,40,critical/other existing credit,radio/tv,4496,100<=X<500,unemployed,2,male mar/wid,none,2,car,21,none,for free,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,24,delayed previously,furniture/equipment,4407,100<=X<500,1<=X<4,2,male div/sep,none,4,real estate,23,none,own,2,skilled,1,none,yes,good
<0,16,existing paid,furniture/equipment,528,no known savings,1<=X<4,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
<0,26,critical/other existing credit,radio/tv,2620,<100,>=7,4,male single,none,3,car,58,none,rent,2,skilled,2,none,yes,good
0<=X<200,13,existing paid,business,2314,<100,1<=X<4,2,male mar/wid,none,3,real estate,23,none,own,1,skilled,1,none,yes,good
no checking,32,delayed previously,furniture/equipment,2641,<100,1<=X<4,3,female div/dep/mar,none,2,car,23,none,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,7,existing paid,education,1106,<100,>=7,2,female div/dep/mar,none,2,car,42,none,own,1,skilled,1,yes,yes,bad
no checking,12,critical/other existing credit,radio/tv,2082,<100,>=7,4,male div/sep,none,4,no known property,45,none,own,2,skilled,1,yes,no,good
no checking,19,existing paid,furniture/equipment,6544,100<=X<500,unemployed,4,male div/sep,none,2,car,24,none,own,2,unemp/unskilled non res,1,none,yes,good
no checking,35,critical/other existing credit,radio/tv,11609,>=1000,1<=X<4,1,male single,none,4,no known property,36,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,40,existing paid,radio/tv,9003,100<=X<500,<1,4,male single,none,2,car,36,stores,own,1,skilled,1,none,yes,good
no checking,39,existing paid,furniture/equipment,8075,100<=X<500,<1,4,female div/dep/mar,none,3,no known property,25,bank,own,2,skilled,1,none,yes,good
no checking,13,existing paid,furniture/equipment,2292,100<=X<500,>=7,4,female div/dep/mar,none,1,real estate,21,bank,own,2,skilled,1,none,yes,good
no checking,26,existing paid,domestic appliance,8072,<100,1<=X<4,4,male single,none,2,life insurance,43,none,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
no checking,16,critical/other existing credit,education,7112,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,29,none,own,3,unskilled resident,1,none,yes,good
<0,19,existing paid,new car,2877,>=1000,<1,3,male single,none,2,no known property,46,bank,own,2,skilled,1,none,yes,bad
0<=X<200,18,delayed previously,new car,5068,500<=X<1000,>=7,1,male single,none,2,no known property,29,bank,rent,1,skilled,1,none,yes,good
<0,24,existing paid,radio/tv,4562,<100,>=7,1,female div/dep/mar,none,3,car,21,none,own,2,skilled,1,none,yes,good
<0,38,existing paid,used car,1059,no known savings,1<=X<4,4,male mar/wid,none,4,life insurance,25,none,own,2,skilled,1,yes,yes,good
no checking,6,existing paid,radio/tv,1219,<100,>=7,4,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,none,yes,bad
no checking,8,existing paid,new car,1279,<100,1<=X<4,4,male mar/wid,none,2,life insurance,36,none,own,1,skilled,1,yes,yes,bad
no checking,30,existing paid,radio/tv,2435,no known savings,<1,4,female div/dep/mar,none,3,car,32,none,own,2,skilled,1,none,yes,bad
no checking,16,critical/other existing credit,furniture/equipment,1564,<100,unemployed,4,male single,none,4,car,34,bank,own,2,unskilled resident,2,none,yes,good
<0,18,critical/other existing credit,radio/tv,2573,<100,>=7,3,male single,none,1,life insurance,43,none,own,1,skilled,1,yes,yes,good
<0,10,critical/other existing credit,domestic appliance,301,<100,1<=X<4,4,male single,none,4,real estate,27,none,own,1,unskilled resident,1,none,yes,good
<0,24,existing paid,new car,3978,<100,1<=X<4,1,male single,none,2,life insurance,27,none,own,1,skilled,1,yes,yes,bad
<0,18,existing paid,radio/tv,1607,no known savings,>=7,4,male single,none,4,life insurance,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,14,existing paid,radio/tv,1790,<100,<1,4,female div/dep/mar,none,3,car,50,none,own,2,skilled,1,none,yes,good
0<=X<200,22,existing paid,education,4420,100<=X<500,<1,4,male single,none,4,car,40,none,rent,2,skilled,1,none,yes,good
<0,30,no credits/all paid,radio/tv,4741,<100,<1,2,male single,none,4,car,22,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,18,existing paid,new car,2076,>=1000,1<=X<4,2,female div/dep/mar,none,2,real estate,38,none,own,1,skilled,1,none,yes,good
<0,8,existing paid,repairs,1890,no known savings,<1,4,female div/dep/mar,none,1,car,27,none,rent,1,skilled,1,none,yes,bad
0<=X<200,12,delayed previously,radio/tv,3346,100<=X<500,1<=X<4,4,male mar/wid,guarantor,2,car,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,8,delayed previously,other,2960,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,real estate,50,none,own,2,skilled,1,yes,no,good
0<=X<200,11,existing paid,new car,1482,<100,4<=X<7,2,female div/dep/mar,none,2,car,29,none,own,1,skilled,2,none,yes,bad
0<=X<200,14,all paid,business,2299,no known savings,>=7,3,male mar/wid,none,4,car,24,none,for free,1,skilled,1,yes,yes,bad
no checking,24,all paid,new car,2741,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,32,none,own,2,skilled,1,none,yes,bad
no checking,13,critical/other existing credit,new car,1717,no known savings,4<=X<7,1,male single,none,3,real estate,53,none,own,1,skilled,2,none,yes,good
no checking,29,existing paid,domestic appliance,6041,<100,>=7,4,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,yes,yes,good
no checking,33,existing paid,radio/tv,2563,<100,>=7,3,female div/dep/mar,none,1,no known property,27,bank,own,2,skilled,1,yes,yes,good
no checking,10,no credits/all paid,radio/tv,1856,<100,1<=X<4,4,female div/dep/mar,co applicant,3,car,31,none,own,1,skilled,1,none,yes,good
<0,29,existing paid,radio/tv,9524,no known savings,<1,4,male single,none,4,no known property,39,none,own,1,skilled,2,yes,yes,good
no checking,35,existing paid,radio/tv,3813,no known savings,>=7,4,male single,none,3,car,43,none,own,2,skilled,1,none,yes,good
>=200,7,delayed previously,domestic appliance,1381,<100,>=7,3,female div/dep/mar,guarantor,3,car,25,none,for free,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,radio/tv,2899,no known savings,>=7,4,female div/dep/mar,none,2,real estate,42,stores,rent,2,skilled,1,yes,yes,good
0<=X<200,46,critical/other existing credit,new car,8380,<100,unemployed,3,male single,guarantor,2,car,23,bank,for free,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,18,existing paid,new car,2116,<100,<1,4,male single,none,3,life insurance,41,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,49,critical/other existing credit,used car,3379,no known savings,>=7,4,female div/dep/mar,none,2,no known property,27,bank,own,1,unskilled resident,1,none,yes,bad
no checking,17,existing paid,furniture/equipment,2843,100<=X<500,1<=X<4,2,female div/dep/mar,guarantor,4,real estate,31,bank,own,1,unskilled resident,1,none,yes,good
>=200,17,critical/other existing credit,new car,2558,<100,1<=X<4,4,male single,none,1,real estate,61,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,28,existing paid,new car,2013,<100,1<=X<4,2,male single,none,3,car,49,none,own,2,unskilled resident,1,none,yes,good
<0,15,existing paid,radio/tv,2065,500<=X<1000,1<=X<4,4,female div/dep/mar,none,4,car,45,none,own,1,skilled,1,yes,yes,bad
0<=X<200,7,no credits/all paid,furniture/equipment,1434,no known savings,1<=X<4,2,female div/dep/mar,none,4,real estate,41,none,own,1,skilled,1,none,yes,good
<0,13,critical/other existing credit,furniture/equipment,695,<100,4<=X<7,2,male single,none,4,life insurance,68,none,own,2,skilled,1,none,yes,good
no checking,12,no credits/all paid,business,453,<100,>=7,4,male single,none,4,real estate,43,none,own,2,skilled,1,none,yes,bad
<0,9,existing paid,used car,1931,<100,4<=X<7,2,male mar/wid,none,2,real estate,22,none,own,1,unskilled resident,1,none,yes,good
<0,37,critical/other existing credit,education,9474,<100,4<=X<7,4,male single,none,2,life insurance,51,none,rent,1,skilled,1,yes,yes,good
<0,21,existing paid,new car,4763,100<=X<500,1<=X<4,1,male single,none,2,life insurance,48,bank,own,2,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,furniture/equipment,3308,no known savings,1<=X<4,4,female div/dep/mar,none,3,car,50,none,for free,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,furniture/equipment,3048,>=1000,>=7,4,female div/dep/mar,none,2,life insurance,39,stores,own,1,unemp/unskilled non res,1,yes,no,good
no checking,17,no credits/all paid,radio/tv,1133,<100,>=7,4,male single,none,4,car,57,none,rent,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,business,3765,no known savings,>=7,4,female div/dep/mar,none,4,life insurance,49,none,rent,3,unskilled resident,2,yes,yes,good
<0,27,critical/other existing credit,new car,6628,no known savings,>=7,4,male single,none,4,no known property,25,none,own,2,skilled,2,yes,yes,good
0<=X<200,18,existing paid,domestic appliance,5329,100<=X<500,1<=X<4,1,male single,none,4,car,25,none,own,1,skilled,1,yes,yes,good
<0,7,no credits/all paid,radio/tv,950,<100,unemployed,2,male single,none,2,life insurance,34,none,for free,1,unskilled resident,1,none,yes,good
<0,12,critical/other existing credit,new car,5895,<100,4<=X<7,2,male single,none,2,car,53,none,own,1,skilled,1,yes,yes,good
no checking,20,existing paid,new car,8400,<100,unemployed,2,male single,none,3,real estate,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,29,existing paid,business,8122,100<=X<500,4<=X<7,3,male single,none,4,no known property,68,none,own,3,skilled,2,yes,yes,good
no checking,43,all paid,domestic appliance,6742,<100,unemployed,3,male single,none,4,no known property,22,none,rent,1,unskilled resident,1,yes,yes,good
>=200,23,existing paid,education,3115,<100,4<=X<7,2,male div/sep,co applicant,3,life insurance,61,none,own,2,skilled,1,none,yes,good
0<=X<200,30,existing paid,new car,9130,100<=X<500,4<=X<7,2,male single,none,4,car,33,none,rent,2,skilled,1,yes,yes,good
no checking,15,existing paid,used car,1993,100<=X<500,>=7,2,male mar/wid,none,1,no known property,24,none,rent,1,skilled,1,none,yes,good
<0,11,existing paid,new car,772,<100,>=7,3,male single,none,2,life insurance,44,none,own,1,skilled,2,yes,yes,good
no checking,14,no credits/all paid,repairs,2871,<100,1<=X<4,1,male mar/wid,none,4,car,68,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
>=200,44,existing paid,education,3404,<100,>=7,2,male single,none,1,life insurance,34,none,own,2,skilled,1,yes,yes,bad
0<=X<200,11,critical/other existing credit,furniture/equipment,1458,no known savings,4<=X<7,4,male mar/wid,none,2,real estate,25,none,own,1,skilled,1,none,yes,bad
no checking,14,critical/other existing credit,domestic appliance,538,500<=X<1000,4<=X<7,4,female div/dep/mar,none,3,real estate,26,none,own,2,skilled,1,none,yes,bad
0<=X<200,16,existing paid,radio/tv,2481,<100,1<=X<4,4,female div/dep/mar,none,4,car,38,bank,own,1,skilled,1,none,yes,good
<0,28,existing paid,business,2134,<100,unemployed,1,female div/dep/mar,none,4,no known property,30,bank,for free,2,skilled,2,none,yes,bad
no checking,20,critical/other existing credit,new car,2929,<100,1<=X<4,2,male single,none,1,no known property,52,none,rent,2,skilled,2,yes,yes,good
no checking,32,existing paid,business,5703,no known savings,1<=X<4,1,male single,none,3,no known property,27,none,rent,2,skilled,1,yes,yes,good
no checking,29,critical/other existing credit,furniture/equipment,6675,<100,unemployed,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,good
0<=X<200,26,critical/other existing credit,furniture/equipment,7829,100<=X<500,<1,1,female div/dep/mar,none,4,real estate,59,none,for free,2,high qualif/self emp/mgmt,1,none,yes,good
<0,6,existing paid,radio/tv,1271,100<=X<500,>=7,2,female div/dep/mar,none,4,no known property,34,none,own,2,skilled,1,none,yes,bad
no checking,27,existing paid,furniture/equipment,8008,<100,4<=X<7,2,male single,none,3,car,34,none,own,1,skilled,1,none,yes,bad
<0,7,all paid,education,1066,no known savings,>=7,2,male div/sep,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,yes,bad
<0,18,existing paid,used car,2049,<100,4<=X<7,4,male mar/wid,none,2,no known property,22,none,own,2,skilled,1,none,yes,good
<0,32,existing paid,furniture/equipment,7771,<100,1<=X<4,4,male single,none,4,car,29,none,for free,2,high qualif/self emp/mgmt,2,none,yes,bad
<0,8,critical/other existing credit,furniture/equipment,1117,<100,unemployed,1,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,none,yes,bad
no checking,7,existing paid,furniture/equipment,2520,<100,1<=X<4,4,male single,none,1,life insurance,31,none,own,1,unemp/unskilled non res,1,yes,yes,good
no checking,45,all paid,radio/tv,5705,<100,<1,4,male single,none,4,no known property,29,none,own,1,skilled,1,yes,yes,bad
<0,29,critical/other existing credit,used car,3763,>=1000,1<=X<4,4,female div/dep/mar,none,1,no known property,27,none,own,2,skilled,1,none,yes,good
no checking,24,critical/other existing credit,business,2932,<100,>=7,2,male single,none,4,car,57,none,own,1,skilled,1,yes,yes,bad
0<=X<200,32,existing paid,furniture/equipment,5121,<100,4<=X<7,4,male single,guarantor,4,life insurance,34,none,for free,1,skilled,2,none,yes,good
no checking,8,delayed previously,new car,1644,>=1000,1<=X<4,3,male single,none,4,life insurance,42,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,12,no credits/all paid,new car,3563,<100,4<=X<7,4,male div/sep,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,10,existing paid,repairs,803,100<=X<500,1<=X<4,4,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,good
<0,42,existing paid,furniture/equipment,9956,<100,>=7,4,male single,none,1,real estate,50,none,own,2,skilled,1,yes,yes,good
<0,30,delayed previously,business,4824,>=1000,4<=X<7,4,female div/dep/mar,none,4,car,49,none,for free,1,skilled,1,none,yes,good
<0,18,critical/other existing credit,radio/tv,2869,<100,>=7,2,female div/dep/mar,none,1,no known property,22,stores,own,1,skilled,2,yes,yes,good
<0,30,critical/other existing credit,new car,2164,no known savings,>=7,2,male single,none,3,car,43,none,rent,2,skilled,1,yes,yes,good
<0,8,existing paid,radio/tv,1371,no known savings,<1,4,female div/dep/mar,none,4,life insurance,50,none,for free,1,unskilled resident,2,yes,yes,good
<0,6,delayed previously,radio/tv,870,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,good
0<=X<200,14,critical/other existing credit,business,889,no known savings,>=7,4,female div/dep/mar,none,4,life insurance,30,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
0<=X<200,26,existing paid,radio/tv,3333,no known savings,>=7,4,male single,none,4,life insurance,30,none,own,1,skilled,1,none,yes,good
0<=X<200,31,existing paid,furniture/equipment,4191,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,47,bank,own,2,skilled,1,yes,yes,bad
<0,22,delayed previously,radio/tv,1511,<100,>=7,4,male single,none,4,real estate,35,none,own,2,skilled,1,yes,yes,bad
no checking,14,existing paid,new car,1730,<100,1<=X<4,2,male single,guarantor,2,life insurance,69,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,16,critical/other existing credit,furniture/equipment,3488,<100,unemployed,2,male single,none,2,real estate,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,22,existing paid,radio/tv,4245,500<=X<1000,4<=X<7,4,male single,none,2,no known property,48,none,own,2,skilled,1,yes,yes,good
0<=X<200,43,existing paid,new car,7034,<100,<1,4,female div/dep/mar,guarantor,4,no known property,24,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
>=200,14,existing paid,new car,1735,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,32,none,own,2,unskilled resident,1,none,yes,good
no checking,37,critical/other existing credit,business,4651,no known savings,<1,4,male single,none,4,car,43,none,own,1,unskilled resident,1,none,yes,bad
no checking,53,existing paid,new car,7199,no known savings,>=7,3,male single,none,4,no known property,23,none,own,1,skilled,1,yes,yes,bad
no checking,6,critical/other existing credit,radio/tv,407,100<=X<500,1<=X<4,4,male mar/wid,none,4,real estate,23,none,own,2,skilled,1,none,yes,good
0<=X<200,21,critical/other existing credit,business,10844,500<=X<1000,1<=X<4,3,male single,none,1,car,47,none,rent,1,unskilled resident,1,yes,yes,good
>=200,8,critical/other existing credit,other,408,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,26,none,rent,1,skilled,1,none,yes,good
<0,36,existing paid,furniture/equipment,8361,<100,4<=X<7,2,male single,none,2,life insurance,40,none,rent,1,unskilled resident,1,none,yes,good
no checking,21,critical/other existing credit,new car,10929,500<=X<1000,1<=X<4,3,male div/sep,none,1,car,63,none,own,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,radio/tv,1095,<100,1<=X<4,4,male single,guarantor,1,real estate,39,none,for free,1,skilled,1,none,yes,good
no checking,11,critical/other existing credit,furniture/equipment,2055,<100,>=7,1,male single,none,4,real estate,34,none,own,1,skilled,1,none,yes,bad
0<=X<200,10,existing paid,radio/tv,496,no known savings,unemployed,4,male mar/wid,none,4,car,26,none,own,2,skilled,2,none,yes,good
<0,18,existing paid,business,1811,<100,>=7,2,male single,none,4,no known property,22,none,for free,2,skilled,1,yes,yes,good
no checking,15,critical/other existing credit,business,6234,100<=X<500,1<=X<4,3,male single,none,4,car,54,none,own,1,skilled,2,none,yes,good
>=200,13,critical/other existing credit,new car,1560,<100,1<=X<4,4,female div/dep/mar,none,4,car,44,none,own,1,skilled,1,yes,yes,good
no checking,18,all paid,furniture/equipment,3519,<100,>=7,4,male single,none,2,life insurance,39,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,35,existing paid,new car,3995,<100,<1,1,male single,none,2,life insurance,33,none,own,1,skilled,2,none,yes,bad
no checking,15,existing paid,used car,728,<100,4<=X<7,1,female div/dep/mar,none,3,real estate,23,none,own,1,unskilled resident,1,none,yes,good
<0,22,existing paid,radio/tv,1293,no known savings,1<=X<4,4,male single,none,3,life insurance,22,none,own,1,skilled,1,none,yes,good
no checking,8,existing paid,furniture/equipment,2382,<100,unemployed,1,male single,none,2,car,34,none,own,1,unskilled resident,1,yes,yes,good
>=200,35,existing paid,radio/tv,804,no known savings,unemployed,4,male mar/wid,co applicant,4,real estate,25,bank,own,1,unemp/unskilled non res,1,none,yes,bad
<0,7,no credits/all paid,radio/tv,718,<100,<1,3,male div/sep,none,2,real estate,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,9,existing paid,furniture/equipment,1824,<100,>=7,3,male single,none,3,real estate,30,none,own,2,high qualif/self emp/mgmt,1,none,no,good
0<=X<200,8,existing paid,radio/tv,1079,<100,1<=X<4,4,male single,none,2,car,32,none,rent,1,skilled,1,yes,yes,bad
no checking,24,existing paid,business,7842,100<=X<500,>=7,2,male single,none,2,car,33,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,17,all paid,new car,1538,500<=X<1000,unemployed,4,female div/dep/mar,co applicant,4,life insurance,35,bank,rent,1,unskilled resident,1,yes,yes,good
<0,14,existing paid,radio/tv,2689,<100,unemployed,2,male single,none,3,car,42,none,own,1,skilled,1,none,yes,good
<0,13,critical/other existing credit,new car,2187,<100,<1,3,male div/sep,none,4,real estate,51,none,own,3,unskilled resident,1,none,yes,good
<0,28,existing paid,furniture/equipment,2357,100<=X<500,4<=X<7,2,male mar/wid,none,1,car,34,none,rent,1,skilled,1,none,yes,bad
<0,6,delayed previously,radio/tv,849,<100,>=7,4,male single,none,4,car,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,20,existing paid,radio/tv,4164,<100,<1,4,female div/dep/mar,none,2,car,35,none,own,2,skilled,2,yes,yes,good
no checking,14,delayed previously,used car,2642,<100,>=7,2,male single,none,2,real estate,41,none,own,2,skilled,1,none,yes,good
<0,17,all paid,repairs,7410,500<=X<1000,1<=X<4,3,male single,guarantor,4,life insurance,35,none,rent,1,skilled,1,none,yes,good
no checking,42,existing paid,business,6264,500<=X<1000,>=7,4,female div/dep/mar,none,4,car,38,none,rent,2,unskilled resident,1,yes,yes,bad
